ID,Title_ru,SubTitle_ru,CodeFlag,Value,MeaningParameterDescription_ru,Note_ru,noteIDs,UnitComments_ru,Status,translated_by
grib2/4/2/0/7/0,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 7: индексы термодинамической стабильности",0,,Подъемный индекс частицы (до 500 гПа),,,К,Operational,Original
grib2/4/2/0/7/1,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 7: индексы термодинамической стабильности",1,,Лучший подъемный индекс (до 500 гПа),,,К,Operational,Original
grib2/4/2/0/7/2,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 7: индексы термодинамической стабильности",2,,Индекс К,,,К,Operational,Original
grib2/4/2/0/7/3,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 7: индексы термодинамической стабильности",3,,Индекс КО,,,К,Operational,Original
grib2/4/2/0/7/4,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 7: индексы термодинамической стабильности",4,,Обобщенный индекс из общих индексов,,,К,Operational,Original
grib2/4/2/0/7/5,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 7: индексы термодинамической стабильности",5,,Индекс угрозы суровой погоды,,,Числ.,Operational,Original
grib2/4/2/0/7/6,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 7: индексы термодинамической стабильности",6,,Имеющаяся потенциальная конвективная энергия,,,Дж ⋅ кг-1,Operational,Original
grib2/4/2/0/7/7,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 7: индексы термодинамической стабильности",7,,Конвективное торможение,,,Дж ⋅ кг-1,Operational,Original
grib2/4/2/0/7/8,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 7: индексы термодинамической стабильности",8,,Относительная спиральность шторма,,,Дж ⋅ кг-1,Operational,Original
grib2/4/2/0/7/9,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 7: индексы термодинамической стабильности",9,,Индекс спиральности энергии,,,Числ.,Operational,Original
grib2/4/2/0/7/10,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 7: индексы термодинамической стабильности",10,,Приземный подъемный индекс,,,К,Operational,Original
grib2/4/2/0/7/11,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 7: индексы термодинамической стабильности",11,,"Наилучший подъемный индекс, полученный по данным с 4-х слоев",,,К,Operational,Original
grib2/4/2/0/7/12,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 7: индексы термодинамической стабильности",12,,Число Ричардсона,,,Числ.,Operational,Original
grib2/4/2/0/7/13,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 7: индексы термодинамической стабильности",13,,Индекс Шоуолтера,,,К,Operational,Original
grib2/4/2/0/7/14,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 7: индексы термодинамической стабильности",14,,Зарезервирован,,,,Operational,Original
grib2/4/2/0/7/15,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 7: индексы термодинамической стабильности",15,,Спиральность восходящего потока,,,м2 ⋅ с-2,Operational,Original
grib2/4/2/0/7/16,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 7: индексы термодинамической стабильности",16,,Объемное число Ричардсона,,,Числ.,Operational,Original
grib2/4/2/0/7/17,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 7: индексы термодинамической стабильности",17,,Градиентное число Ричардсона,,,Числ.,Operational,Original
grib2/4/2/0/7/18,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 7: индексы термодинамической стабильности",18,,Потоковое число Ричардсона,,,Числ.,Operational,Original
grib2/4/2/0/7/19,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 7: индексы термодинамической стабильности",19,,Имеющаяся потенциальная конвективная энергия — сдвиг,,,м-2 ⋅ с-2,Operational,Original
grib2/4/2/0/7/20-191,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 7: индексы термодинамической стабильности",20-191,,Зарезервированы,,,,Operational,Original
grib2/4/2/0/7/192-254,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 7: индексы термодинамической стабильности",192-254,,Зарезервированы для местного использования,,,,Operational,Original
grib2/4/2/0/7/255,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 7: индексы термодинамической стабильности",255,,Отсутствующий,,,,Operational,Original
