ID,Title_ru,SubTitle_ru,CodeFlag,Value,MeaningParameterDescription_ru,Note_ru,noteIDs,UnitComments_ru,Status,translated_by
grib2/4/2/0/0/0,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 0: температура",0,,Температура,,,К,Operational,Original
grib2/4/2/0/0/1,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 0: температура",1,,Виртуальная температура,,,К,Operational,Original
grib2/4/2/0/0/2,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 0: температура",2,,Потенциальная температура,,,К,Operational,Original
grib2/4/2/0/0/3,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 0: температура",3,,Псевдоадиабатическая потенциальная температура или эквивалентная потенциальная температура,,,К,Operational,Original
grib2/4/2/0/0/4,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 0: температура",4,,Максимальная температура,,1,К,Deprecated,Original
grib2/4/2/0/0/5,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 0: температура",5,,Минимальная температура,,1,К,Deprecated,Original
grib2/4/2/0/0/6,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 0: температура",6,,Температура точки росы,,,К,Operational,Original
grib2/4/2/0/0/7,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 0: температура",7,,Понижение (или дефицит) точки росы,,,К,Operational,Original
grib2/4/2/0/0/8,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 0: температура",8,,Вертикальный градиент температуры,,,К ⋅ м-1,Operational,Original
grib2/4/2/0/0/9,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 0: температура",9,,Аномалия температуры,,,К,Operational,Original
grib2/4/2/0/0/10,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 0: температура",10,,Суммарный поток скрытого тепла,,,Вт ⋅ м-2,Operational,Original
grib2/4/2/0/0/11,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 0: температура",11,,Суммарный поток теплосодержания,,,Вт ⋅ м-2,Operational,Original
grib2/4/2/0/0/12,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 0: температура",12,,Индекс тепла,,,К,Operational,Original
grib2/4/2/0/0/13,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 0: температура",13,,Коэффициент охлаждения ветром,,,К,Operational,Original
