ID,Title_ru,SubTitle_ru,CodeFlag,Value,MeaningParameterDescription_ru,Note_ru,noteIDs,UnitComments_ru,Status,translated_by
grib2/4/9/0,Тип вероятности,,0,,Вероятность события ниже нижнего предела,,,,Operational,Original
grib2/4/9/1,Тип вероятности,,1,,Вероятность события выше верхнего предела,,,,Operational,Original
grib2/4/9/2,Тип вероятности,,2,,"Вероятность события между нижним и верхним пределами, данный диапазон включает нижний предел, но не включает верхний",,,,Operational,Original
grib2/4/9/3,Тип вероятности,,3,,Вероятность события выше нижнего предела,,,,Operational,Original
grib2/4/9/4,Тип вероятности,,4,,Вероятность события ниже верхнего предела,,,,Operational,Original
grib2/4/9/5,Тип вероятности,,5,,Вероятность события равна нижнему пределу,,,,Operational,Original
grib2/4/9/6,Тип вероятности,,6,,Вероятность события категории «выше нормы»,(см. примечания 1 и 2),"7,9",,Operational,Original
grib2/4/9/7,Тип вероятности,,7,,Вероятность события категории «около нормы»,(см. примечания 1 и 2),"7,9",,Operational,Original
grib2/4/9/8,Тип вероятности,,8,,Вероятность события категории «ниже нормы»,(см. примечания 1 и 2),"7,9",,Operational,Original
grib2/4/9/9-191,Тип вероятности,,9-191,,Зарезервированы,,,,Operational,Original
grib2/4/9/192-254,Тип вероятности,,192-254,,Зарезервированы для местного использования,,,,Operational,Original
grib2/4/9/255,Тип вероятности,,255,,Отсутствующее,,,,Operational,Original
