ID,Title_ru,SubTitle_ru,CodeFlag,Value,MeaningParameterDescription_ru,Note_ru,noteIDs,UnitComments_ru,Status,translation_source
grib2/4/203/0,Тип облаков,,0,,Ясно,,,,Operational,PDF
grib2/4/203/1,Тип облаков,,1,,Кучево-дождевые облака,,,,Operational,PDF
grib2/4/203/2,Тип облаков,,2,,Слоистые облака,,,,Operational,PDF
grib2/4/203/3,Тип облаков,,3,,Слоисто-кучевые облака,,,,Operational,PDF
grib2/4/203/4,Тип облаков,,4,,Кучевые облака,,,,Operational,PDF
grib2/4/203/5,Тип облаков,,5,,Высокослоистые облака,,,,Operational,PDF
grib2/4/203/6,Тип облаков,,6,,Слоисто-дождевые облака,,,,Operational,PDF
grib2/4/203/7,Тип облаков,,7,,Высококучевые облака,,,,Operational,PDF
grib2/4/203/8,Тип облаков,,8,,Перисто-слоистые облака,,,,Operational,PDF
grib2/4/203/9,Тип облаков,,9,,Перисто-кучевые облака,,,,Operational,PDF
grib2/4/203/10,Тип облаков,,10,,Перистые облака,,,,Operational,PDF
grib2/4/203/11,Тип облаков,,11,,Кучево-дождевые облака — приземный туман ниже самого нижнего уровня,,,,Operational,PDF
grib2/4/203/12,Тип облаков,,12,,Слоистые облака — приземный туман ниже самого нижнего уровня,,,,Operational,PDF
grib2/4/203/13,Тип облаков,,13,,Слоисто-кучевые облака — приземный туман ниже самого нижнего уровня,,,,Operational,PDF
grib2/4/203/14,Тип облаков,,14,,Кучевые облака — приземный туман ниже самого нижнего уровня,,,,Operational,PDF
grib2/4/203/15,Тип облаков,,15,,Высокослоистые облака — приземный туман ниже самого нижнего уровня,,,,Operational,PDF
grib2/4/203/16,Тип облаков,,16,,Кучево-слоистые облака — приземный туман ниже самого нижнего уровня,,,,Operational,PDF
grib2/4/203/17,Тип облаков,,17,,Высококучевые облака — приземный туман ниже самого нижнего уровня,,,,Operational,PDF
grib2/4/203/18,Тип облаков,,18,,Перисто-слоистые облака — приземный туман ниже самого нижнего уровня,,,,Operational,PDF
grib2/4/203/19,Тип облаков,,19,,Перисто-кучевые облака — приземный туман ниже самого нижнего уровня,,,,Operational,PDF
grib2/4/203/20,Тип облаков,,20,,Перистые облака — приземный туман ниже самого нижнего уровня,,,,Operational,PDF
grib2/4/203/21-190,Тип облаков,,21-190,,Зарезервированы,,,,Operational,PDF
grib2/4/203/191,Тип облаков,,191,,Неизвестное,,,,Operational,PDF
grib2/4/203/192-254,Тип облаков,,192-254,,Зарезервированы для местного использования,,,,Operational,PDF
grib2/4/203/255,Тип облаков,,255,,Отсутствующее,,,,Operational,PDF
