ID,Title_ru,SubTitle_ru,CodeFlag,Value,MeaningParameterDescription_ru,Note_ru,noteIDs,UnitComments_ru,Status,translated_by
grib2/4/2/0/6/0,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",0,,Лед в облаках,,,кг ⋅ м-2,Operational,Original
grib2/4/2/0/6/1,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",1,,Общая облачность,,,%,Operational,Original
grib2/4/2/0/6/2,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",2,,Конвективная облачность,,,%,Operational,Original
grib2/4/2/0/6/3,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",3,,Облака нижнего яруса,,,%,Operational,Original
grib2/4/2/0/6/4,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",4,,Облака среднего яруса,,,%,Operational,Original
grib2/4/2/0/6/5,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",5,,Облака верхнего яруса,,,%,Operational,Original
grib2/4/2/0/6/6,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",6,,Вода в облаках,,,кг ⋅ м-2,Operational,Original
grib2/4/2/0/6/7,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",7,,Облачность,,,%,Operational,Original
grib2/4/2/0/6/8,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",8,,Тип облаков,,,(Кодовая таблица 4.203),Operational,Original
grib2/4/2/0/6/9,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",9,,Максимальная высота вершин грозовых облаков,,,м,Operational,Original
grib2/4/2/0/6/10,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",10,,Зона распространения грозы,,,(Кодовая таблица 4.204),Operational,Original
grib2/4/2/0/6/11,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",11,,Основание облака,,,м,Operational,Original
grib2/4/2/0/6/12,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",12,,Вершина облака,,,м,Operational,Original
grib2/4/2/0/6/13,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",13,,Нижняя граница облака,,,м,Operational,Original
grib2/4/2/0/6/14,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",14,,Неконвективная облачность,,,%,Operational,Original
grib2/4/2/0/6/15,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",15,,Функция работы облака,,,Дж ⋅ кг-1,Operational,Original
grib2/4/2/0/6/16,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",16,,Эффективность конвенктивного облака,,,Пропорция,Operational,Original
grib2/4/2/0/6/17,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",17,,Общее количество конденсата,,4,кг ⋅ кг-1,Deprecated,Original
grib2/4/2/0/6/18,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",18,,"Общее количество воды, интегрированное по облачному столбу",,4,кг ⋅ м-2,Deprecated,Original
grib2/4/2/0/6/19,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",19,,"Общее количество льда, интегрированное по облачному столбу",,4,кг ⋅ м-2,Deprecated,Original
grib2/4/2/0/6/20,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",20,,"Общее количество конденсата, интегрированное по столбу воздуха",,4,кг ⋅ м-2,Deprecated,Original
grib2/4/2/0/6/21,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",21,,Доля льда в общем количестве конденсата,,,Пропорция,Operational,Original
grib2/4/2/0/6/22,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",22,,Облачность,,,%,Operational,Original
grib2/4/2/0/6/23,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",23,,Отношение смеси для ледяной фазы облака,,4,кг ⋅ кг-1,Deprecated,Original
grib2/4/2/0/6/24,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",24,,Солнечное сияние,,,Числ.,Operational,Original
grib2/4/2/0/6/25,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",25,,Горизонтальная протяженность кучево- дождевых облаков (СВ),,,%,Operational,Original
grib2/4/2/0/6/26,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",26,,Высота нижней границы конвективного облака,,,м,Operational,Original
grib2/4/2/0/6/27,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",27,,Высота верхней границы конвективного облака,,,м,Operational,Original
grib2/4/2/0/6/28,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",28,,Число облачных капель в единице массы воздуха,,,кг-1,Operational,Original
grib2/4/2/0/6/29,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",29,,Число облачных ледяных частиц в единице массы воздуха,,,кг-1,Operational,Original
grib2/4/2/0/6/30,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",30,,Численная плотность облачных капель,,,м-3,Operational,Original
grib2/4/2/0/6/31,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",31,,Численная плотность частиц облачного льда,,,м-3,Operational,Original
grib2/4/2/0/6/32,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",32,,Доля облачности,,,Числ.,Operational,Original
grib2/4/2/0/6/33,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",33,,Продолжительность солнечного сияния,,,с,Operational,Original
grib2/4/2/0/6/34,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",34,,"Общая облачность, определяющая длинноволновую эффективную радиацию поверхности",,,Числ.,Operational,Original
grib2/4/2/0/6/35,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",35,,"Общая облачность, определяющая коротковолновую эффективную радиацию поверхности",,,Числ.,Operational,Original
grib2/4/2/0/6/36,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",36,,Доля осадков из слоистообразных облаков,,,Пропорция,Operational,Original
grib2/4/2/0/6/37,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 6: облачность",37,,Доля конвективных осадков,,,Пропорция,Operational,Original
