ID,Title_ru,SubTitle_ru,CodeFlag,Value,MeaningParameterDescription_ru,Note_ru,noteIDs,UnitComments_ru,Status,translated_by
grib2/4/2/10/0/0,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",0,,Спектры волнения (1),,,—,Operational,PDF
grib2/4/2/10/0/1,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",1,,Спектры волнения (2),,,—,Operational,PDF
grib2/4/2/10/0/2,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",2,,Спектры волнения (3),,,—,Operational,PDF
grib2/4/2/10/0/3,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",3,,Значимая высота объединенных ветровых волн и зыби,,,м,Operational,PDF
grib2/4/2/10/0/4,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",4,,Направление ветровых волн,,,истинные градусы,Operational,PDF
grib2/4/2/10/0/5,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",5,,Значимая высота ветровых волн,,,м,Operational,PDF
grib2/4/2/10/0/6,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",6,,Средний период ветровых волн,,,с,Operational,PDF
grib2/4/2/10/0/7,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",7,,Направление волн зыби,,,истинные градусы,Operational,PDF
grib2/4/2/10/0/8,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",8,,Значимая высота волн зыби,,,м,Operational,PDF
grib2/4/2/10/0/9,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",9,,Средний период волн зыби,,,с,Operational,PDF
grib2/4/2/10/0/10,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",10,,Первичное направление волнения,,,истинные градусы,Operational,PDF
grib2/4/2/10/0/11,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",11,,Средний период первичного волнения,,,с,Operational,PDF
grib2/4/2/10/0/12,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",12,,Вторичное направление волнения,,,истинные градусы,Operational,PDF
grib2/4/2/10/0/13,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",13,,Средний период вторичного волнения,,,с,Operational,PDF
grib2/4/2/10/0/14,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",14,,Направление комбинированных ветровых волн и зыби,,,истинные градусы,Operational,PDF
grib2/4/2/10/0/15,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",15,,Средний период комбинированных ветровых волн и зыби,,,с,Operational,PDF
grib2/4/2/10/0/16,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",16,,Коэффициент лобового сопротивления при волнении,,,-,Operational,PDF
grib2/4/2/10/0/17,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",17,,Динамическая скорость,,,м ⋅ с-1,Operational,PDF
grib2/4/2/10/0/18,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",18,,Волновое напряжение,,,Н ⋅ м-2,Operational,PDF
grib2/4/2/10/0/19,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",19,,Нормализованное волновое напряжение,,,-,Operational,PDF
grib2/4/2/10/0/20,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",20,,Среднеквадратичный наклон волн,,,-,Operational,PDF
grib2/4/2/10/0/21,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",21,,Компонента u поверхностного стоксовского дрейфа,,,м ⋅ с-1,Operational,PDF
grib2/4/2/10/0/22,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",22,,Компонента v поверхностного стоксовского дрейфа,,,м ⋅ с-1,Operational,PDF
grib2/4/2/10/0/23,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",23,,Период максимальной высоты отдельной волны,,,с,Operational,PDF
grib2/4/2/10/0/24,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",24,,Максимальная высота отдельной волны,,,м,Operational,PDF
grib2/4/2/10/0/25,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",25,,Обратная средняя частота волн,,,с,Operational,PDF
grib2/4/2/10/0/26,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",26,,Обратная средняя частота ветровых волн,,,с,Operational,PDF
grib2/4/2/10/0/27,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",27,,Обратная средняя частота общей зыби,,,с,Operational,PDF
grib2/4/2/10/0/28,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",28,,Средний период пересечения нулевого уровня волны,,,с,Operational,PDF
grib2/4/2/10/0/29,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",29,,Средний период пересечения нулевого уровня ветровых волн,,,с,Operational,PDF
grib2/4/2/10/0/30,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",30,,Средний период пересечения нулевого уровня общей зыби,,,с,Operational,PDF
grib2/4/2/10/0/31,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",31,,Направляющая ширина волн,,,-,Operational,PDF
grib2/4/2/10/0/32,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",32,,Направляющая ширина ветровых волн,,,-,Operational,PDF
grib2/4/2/10/0/33,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",33,,Направляющая ширина общей зыби,,,-,Operational,PDF
grib2/4/2/10/0/34,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",34,,Пиковый период волн,,,с,Operational,PDF
grib2/4/2/10/0/35,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",35,,Пиковый период ветровых волн,,,с,Operational,PDF
grib2/4/2/10/0/36,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",36,,Пиковый период общей зыби,,,с,Operational,PDF
grib2/4/2/10/0/37,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 0: волнение",37,,Высота волны по альтиметру,,,м,Operational,PDF
