ID,Title_ru,SubTitle_ru,CodeFlag,Value,MeaningParameterDescription_ru,Note_ru,noteIDs,UnitComments_ru,Status,translated_by
grib2/3/1/0,Номер образца определения сетки,,0,,Широтно-долготная Также называется равноудаленной цилиндрической или плоской квадратной,,27,,Operational,Original
grib2/3/1/1,Номер образца определения сетки,,1,,Повернутая широтно-долготная,,,,Operational,Original
grib2/3/1/2,Номер образца определения сетки,,2,,Растянутая широтно-долготная,,,,Operational,Original
grib2/3/1/3,Номер образца определения сетки,,3,,Растянутая и повернутая широтнодолготная,,,,Operational,Original
grib2/3/1/4,Номер образца определения сетки,,4,,Широтно-долготная с переменным разрешением,,,,Operational,Original
grib2/3/1/5,Номер образца определения сетки,,5,,Повернутая широтно-долготная с переменным разрешением,,,,Operational,Original
grib2/3/1/6-9,Номер образца определения сетки,,6-9,,Зарезервированы,,,,Operational,Original
grib2/3/1/10,Номер образца определения сетки,,10,,Меркатора,,,,Operational,Original
grib2/3/1/11-12,Номер образца определения сетки,,11-12,,Зарезервированы,,,,Operational,Original
grib2/3/1/13,Номер образца определения сетки,,13,,Проекция Меркатора с определением подобластей моделирования,,,,Operational,Original
grib2/3/1/14-19,Номер образца определения сетки,,14-19,,Зарезервированы,,,,Operational,Original
grib2/3/1/20,Номер образца определения сетки,,20,,Полярная стереографическая проекция Может быть южной или северной,,36,,Operational,Original
grib2/3/1/21-22,Номер образца определения сетки,,21-22,,Зарезервированы,,,,Operational,Original
grib2/3/1/23,Номер образца определения сетки,,23,,Полярная стереографическая проекция с определением подобластей моделирования,,,,Operational,Original
grib2/3/1/24-29,Номер образца определения сетки,,24-29,,Зарезервированы,,,,Operational,Original
grib2/3/1/30,Номер образца определения сетки,,30,,"Конформная Ламберта Может быть секущей или касательной, конической или биполярной",,35,,Operational,Original
grib2/3/1/31,Номер образца определения сетки,,31,,Равновеликая проекция Альберса,,,,Operational,Original
grib2/3/1/32,Номер образца определения сетки,,32,,Зарезервированы,,,,Operational,Original
grib2/3/1/33,Номер образца определения сетки,,33,,Конформная проекция Ламберта с определением подобластей моделирования,,,,Operational,Original
grib2/3/1/34-39,Номер образца определения сетки,,34-39,,Зарезервированы,,,,Operational,Original
grib2/3/1/40,Номер образца определения сетки,,40,,Широтно-долготная по Гауссу,,,,Operational,Original
grib2/3/1/41,Номер образца определения сетки,,41,,Повернутая широтно-долготная по Гауссу,,,,Operational,Original
grib2/3/1/42,Номер образца определения сетки,,42,,Растянутая широтно-долготная по Гауссу,,,,Operational,Original
grib2/3/1/43,Номер образца определения сетки,,43,,Растянутая и повернутая широтнодолготная по Гауссу,,,,Operational,Original
grib2/3/1/44-49,Номер образца определения сетки,,44-49,,Зарезервированы,,,,Operational,Original
grib2/3/1/50,Номер образца определения сетки,,50,,Коэффициенты сферических гармонических функций,,,,Operational,Original
grib2/3/1/51,Номер образца определения сетки,,51,,Повернутые коэффициенты сферических гармонических функций,,,,Operational,Original
grib2/3/1/52,Номер образца определения сетки,,52,,Растянутые коэффициенты сферических гармонических функций,,,,Operational,Original
grib2/3/1/53,Номер образца определения сетки,,53,,Растянутые и повернутые коэффициенты сферических гармонических функций,,,,Operational,Original
grib2/3/1/54-60,Номер образца определения сетки,,54-60,,Зарезервированы,,,,Operational,Original
grib2/3/1/61,Номер образца определения сетки,,61,,Спектральная модель в проекции Меркатора с определением подобластей моделирования,,,,Operational,Original
grib2/3/1/62,Номер образца определения сетки,,62,,Спектральная модель в полярной стереографической проекции с определением подобластей моделирования,,,,Operational,Original
