ID,Title_ru,SubTitle_ru,CodeFlag,Value,MeaningParameterDescription_ru,Note_ru,noteIDs,UnitComments_ru,Status,translated_by
grib2/4/2/0/1/0,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 1: влажность",0,,Удельная влажность,,,кг ⋅ кг-1,Operational,Original
grib2/4/2/0/1/1,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 1: влажность",1,,Относительная влажность,,,%,Operational,Original
grib2/4/2/0/1/2,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 1: влажность",2,,Отношение смеси,,,кг ⋅ кг-1,Operational,Original
grib2/4/2/0/1/3,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 1: влажность",3,,Осажденная вода,,,кг ⋅ м-2,Operational,Original
grib2/4/2/0/1/4,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 1: влажность",4,,Упругость пара,,,Па,Operational,Original
grib2/4/2/0/1/5,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 1: влажность",5,,Дефицит насыщения,,,Па,Operational,Original
grib2/4/2/0/1/6,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 1: влажность",6,,Испарение,,,кг ⋅ м-2,Operational,Original
grib2/4/2/0/1/7,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 1: влажность",7,,Интенсивность осадков,,1,кг ⋅ м-2 ⋅ с-1,Deprecated,Original
grib2/4/2/0/1/8,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 1: влажность",8,,Суммарное количество осадков,,2,кг ⋅ м-2,Deprecated,Original
grib2/4/2/0/1/9,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 1: влажность",9,,Крупномасштабные осадки (неконвективные),,2,кг ⋅ м-2,Deprecated,Original
grib2/4/2/0/1/10,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 1: влажность",10,,Конвективные осадки,,2,кг ⋅ м-2,Deprecated,Original
