ID,Title_ru,SubTitle_ru,CodeFlag,Value,MeaningParameterDescription_ru,Note_ru,noteIDs,UnitComments_ru,Status,translated_by
grib2/4/240/0,Тип функции распределения.,,0,,Конкретный тип функции распределения не указан,,,,Operational,Original
grib2/4/240/1,Тип функции распределения.,,1,,Дельта-функции с пространственно переменной концентрацией и фиксированными диаметрами D ( p 1) в метрах,(см. примечание 1),122,,Operational,Original
grib2/4/240/2,Тип функции распределения.,,2,,Дельта-функции с пространственно переменной концентрацией и фиксированными массами M ( p 1) в кг,(см. примечание 2),122,,Operational,Original
grib2/4/240/3,Тип функции распределения.,,3,,Гауссово (нормальное) распределение с пространственно переменной концентрацией и фиксированным средним диаметром D ( p 1) и дисперсией σ ( p 2),(см. примечание 3),122,,Operational,Original
grib2/4/240/4,Тип функции распределения.,,4,,"Гауссово (нормальное) распределение с пространственно переменной концентрацией, средним диаметром и дисперсией",(см. примечание 4),122,,Operational,Original
grib2/4/240/5,Тип функции распределения.,,5,,"Логнормальное распределение с пространственно переменной плотностью чисел, средним диаметром и дисперсией",(см. примечание 5),122,,Operational,Original
grib2/4/240/6,Тип функции распределения.,,6,,"Логнормальное распределение с пространственно переменной плотностью чисел, средним диаметром и фиксированной дисперсией σ ( p 1)",(см. примечание 6),122,,Operational,Original
grib2/4/240/7,Тип функции распределения.,,7,,"Логнормальное распределение с пространственно переменной плотностью чисел и плотностью масс, фиксированной дисперсией частиц ρ ( p 2) σ ( p 1) и фиксированной дисперсией",(см. примечание 7),122,,Operational,Original
grib2/4/240/8,Тип функции распределения.,,8,,"Отсутствие функции распределения. Кодированная переменная величина получена из переменных, характеризуемых типом функции распределения № 7 с фиксированной дисперсией σ ( p 1) и фиксированной плотностью частиц ρ ( p 2)",(см. выше),,,Operational,Original
grib2/4/240/9-49151,Тип функции распределения.,,9-49151,,Зарезервированы,,,,Operational,Original
grib2/4/240/49152-65534,Тип функции распределения.,,49152-65534,,Зарезервированы для местного использования,,,,Operational,Original
grib2/4/240/65535,Тип функции распределения.,,65535,,Отсутствующее значение,,,,Operational,Original
