ID,Title_ru,SubTitle_ru,CodeFlag,Value,MeaningParameterDescription_ru,Note_ru,noteIDs,UnitComments_ru,Status,translated_by
grib2/3/15/0-19,Физическое значение вертикальной координаты,,0-19,,Зарезервировано,,,,Operational,Original
grib2/3/15/20,Физическое значение вертикальной координаты,,20,,Температура,,,К,Operational,Original
grib2/3/15/21-99,Физическое значение вертикальной координаты,,21-99,,Зарезервировано,,,,Operational,Original
grib2/3/15/100,Физическое значение вертикальной координаты,,100,,Давление,,,Па,Operational,Original
grib2/3/15/101,Физическое значение вертикальной координаты,,101,,Отклонение давления от давления на среднем уровне моря,,,Па,Operational,Original
grib2/3/15/102,Физическое значение вертикальной координаты,,102,,Высота над средним уровнем моря,,,м,Operational,Original
grib2/3/15/103,Физическое значение вертикальной координаты,,103,,Высота над поверхностью земли,(см. примечание 1),68,м,Operational,Original
grib2/3/15/104,Физическое значение вертикальной координаты,,104,,Сигма-координата,,,,Operational,Original
grib2/3/15/105,Физическое значение вертикальной координаты,,105,,Гибридная координата,,,,Operational,Original
grib2/3/15/106,Физическое значение вертикальной координаты,,106,,Глубина от поверхности земли,,,м,Operational,Original
grib2/3/15/107,Физическое значение вертикальной координаты,,107,,Потенциальная температура (тета),,,К,Operational,Original
grib2/3/15/108,Физическое значение вертикальной координаты,,108,,Отклонение давления на каком-то уровне от поверхности земли,,,Па,Operational,Original
grib2/3/15/109,Физическое значение вертикальной координаты,,109,,Потенциальная завихренность,,,К ⋅ м-2 ⋅ кг-1 ⋅ с-1,Operational,Original
grib2/3/15/110,Физическое значение вертикальной координаты,,110,,Геометрическая высота,,,м,Operational,Original
grib2/3/15/111,Физическое значение вертикальной координаты,,111,,Координата ЕТА,(см. примечание 2),85,,Operational,Original
grib2/3/15/112,Физическое значение вертикальной координаты,,112,,Геопотенциальная высота,,,гп ⋅ м,Operational,Original
grib2/3/15/113,Физическое значение вертикальной координаты,,113,,Логарифмическая гибридная координата,,,,Operational,Original
grib2/3/15/114-159,Физическое значение вертикальной координаты,,114-159,,Зарезервированы,,,,Operational,Original
grib2/3/15/160,Физическое значение вертикальной координаты,,160,,Глубина моря,,,м,Operational,Original
grib2/3/15/161-191,Физическое значение вертикальной координаты,,161-191,,Зарезервированы,,,,Operational,Original
grib2/3/15/192-254,Физическое значение вертикальной координаты,,192-254,,Зарезервированы для местного использования,,,,Operational,Original
grib2/3/15/255,Физическое значение вертикальной координаты,,255,,Отсутствующее,,,,Operational,Original
