ID,Title_ru,SubTitle_ru,CodeFlag,Value,MeaningParameterDescription_ru,Note_ru,noteIDs,UnitComments_ru,Status,translated_by
grib2/4/2/1/0/0,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 1 — Гидрологическая продукция, категория параметра 0: основная гидрологическая продукция",0,,Прохождение внезапного паводка (Кодируется как сумма за текущий подинтервал между временем начала отсчета и текущим временем),,,кг ⋅ м-2,Operational,PDF
grib2/4/2/1/0/1,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 1 — Гидрологическая продукция, категория параметра 0: основная гидрологическая продукция",1,,Сток внезапного паводка (Кодируется как сумма за текущий подинтервал времени),,,кг ⋅ м-2,Operational,PDF
grib2/4/2/1/0/2,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 1 — Гидрологическая продукция, категория параметра 0: основная гидрологическая продукция",2,,Данные о снежном покрове по результатам дистанционного зондирования,,73,(Кодовая таблица 4.215),Operational,PDF
grib2/4/2/1/0/3,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 1 — Гидрологическая продукция, категория параметра 0: основная гидрологическая продукция",3,,"Высотная отметка территории, покрытой снегом",,25,(Кодовая таблица 4.216),Operational,PDF
grib2/4/2/1/0/4,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 1 — Гидрологическая продукция, категория параметра 0: основная гидрологическая продукция",4,,"Запас воды в снежном покрове, в процентах от нормы",,77,%,Operational,PDF
grib2/4/2/1/0/5,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 1 — Гидрологическая продукция, категория параметра 0: основная гидрологическая продукция",5,,Грунтовый/подземный сток,,,кг ⋅ м-2,Operational,PDF
grib2/4/2/1/0/6,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 1 — Гидрологическая продукция, категория параметра 0: основная гидрологическая продукция",6,,Прямой поверхностный сток,,,кг ⋅ м-2,Operational,PDF
grib2/4/2/1/0/7,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 1 — Гидрологическая продукция, категория параметра 0: основная гидрологическая продукция",7,,Расход воды рек или ручьев,,,м3 ⋅ с-1,Operational,PDF
grib2/4/2/1/0/8,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 1 — Гидрологическая продукция, категория параметра 0: основная гидрологическая продукция",8,,Верхний слой грунтовых вод,,,кг ⋅ м-2,Operational,PDF
grib2/4/2/1/0/9,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 1 — Гидрологическая продукция, категория параметра 0: основная гидрологическая продукция",9,,Нижний слой грунтовых вод,,,кг ⋅ м-2,Operational,PDF
grib2/4/2/1/0/10,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 1 — Гидрологическая продукция, категория параметра 0: основная гидрологическая продукция",10,,Боковой сток в речное русло,,,м3 ⋅ с-1 ⋅ м-1,Operational,PDF
grib2/4/2/1/0/11,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 1 — Гидрологическая продукция, категория параметра 0: основная гидрологическая продукция",11,,Запасы воды в реке,,,м3,Operational,PDF
grib2/4/2/1/0/12,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 1 — Гидрологическая продукция, категория параметра 0: основная гидрологическая продукция",12,,Запасы воды в пойме,,,м3,Operational,PDF
grib2/4/2/1/0/13,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 1 — Гидрологическая продукция, категория параметра 0: основная гидрологическая продукция",13,,Общее количество воды на поверхности почвы,,,кг ⋅ м-2,Operational,PDF
grib2/4/2/1/0/14,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 1 — Гидрологическая продукция, категория параметра 0: основная гидрологическая продукция",14,,Суммарные осадки вверх по течению,,,кг ⋅ м-2,Operational,PDF
grib2/4/2/1/0/15,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 1 — Гидрологическая продукция, категория параметра 0: основная гидрологическая продукция",15,,Суммарное количество талой воды вверх по течению,,16,кг ⋅ м-2,Operational,PDF
grib2/4/2/1/0/16,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 1 — Гидрологическая продукция, категория параметра 0: основная гидрологическая продукция",16,,Скорость фильтрации,,,кг ⋅ м-2 ⋅ с-1,Operational,PDF
grib2/4/2/1/0/17-191,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 1 — Гидрологическая продукция, категория параметра 0: основная гидрологическая продукция",17-191,,Зарезервированы,,,,Operational,PDF
grib2/4/2/1/0/192-254,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 1 — Гидрологическая продукция, категория параметра 0: основная гидрологическая продукция",192-254,,Зарезервированы для местного использования,,,,Operational,PDF
grib2/4/2/1/0/255,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 1 — Гидрологическая продукция, категория параметра 0: основная гидрологическая продукция",255,,Отсутствующий,,,,Operational,PDF
