ID,Title_ru,SubTitle_ru,CodeFlag,Value,MeaningParameterDescription_ru,Note_ru,noteIDs,UnitComments_ru,Status,translated_by
grib2/4/2/0/3/0,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 3: масса",0,,Давление,,,Па,Operational,Original
grib2/4/2/0/3/1,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 3: масса",1,,"Давление, приведенное к среднему уровню моря (СУМ)",,,Па,Operational,Original
grib2/4/2/0/3/2,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 3: масса",2,,Барическая тенденция,,,Па ⋅ с-1,Operational,Original
grib2/4/2/0/3/3,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 3: масса",3,,"Высота, для которой рассчитываются параметры стандартной атмосферы ИКАО",,,м,Operational,Original
grib2/4/2/0/3/4,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 3: масса",4,,Геопотенциал,,,м2 ⋅ с-2,Operational,Original
grib2/4/2/0/3/5,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 3: масса",5,,Геопотенциальная высота,,,гп ⋅ м,Operational,Original
grib2/4/2/0/3/6,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 3: масса",6,,Геометрическая высота,,124,м,Operational,Original
grib2/4/2/0/3/7,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 3: масса",7,,Стандартное отклонение высоты,,,м,Operational,Original
grib2/4/2/0/3/8,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 3: масса",8,,Аномалия давления,,,Па,Operational,Original
grib2/4/2/0/3/9,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 3: масса",9,,Аномалия геопотенциальной высоты,,,гпм,Operational,Original
