ID,Title_ru,SubTitle_ru,CodeFlag,Value,MeaningParameterDescription_ru,Note_ru,noteIDs,UnitComments_ru,Status,translated_by
grib2/4/2/0/2/0,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",0,,Направление ветра (с которого дует ветер),,,истинные градусы,Operational,PDF
grib2/4/2/0/2/1,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",1,,Скорость ветра,,,м ⋅ с-1,Operational,PDF
grib2/4/2/0/2/2,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",2,,Компонента ветра u,,,м ⋅ с-1,Operational,PDF
grib2/4/2/0/2/3,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",3,,Компонента ветра v,,,м ⋅ с-1,Operational,PDF
grib2/4/2/0/2/4,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",4,,Функция тока,,,м2 ⋅ с-1,Operational,PDF
grib2/4/2/0/2/5,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",5,,Потенциал скорости,,,м2 ⋅ с-1,Operational,PDF
grib2/4/2/0/2/6,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",6,,Функция тока Монтгомери,,,м2 ⋅ с-2,Operational,PDF
grib2/4/2/0/2/7,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",7,,Сигма-координата вертикальной скорости,,,с-1,Operational,PDF
grib2/4/2/0/2/8,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",8,,Вертикальная скорость (давление),,,Па ⋅ с-1,Operational,PDF
grib2/4/2/0/2/9,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",9,,Вертикальная скорость (геометрическая),,,м ⋅ с-1,Operational,PDF
grib2/4/2/0/2/10,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",10,,Абсолютный вихрь,,,с-1,Operational,PDF
grib2/4/2/0/2/11,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",11,,Абсолютная дивергенция,,,с-1,Operational,PDF
grib2/4/2/0/2/12,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",12,,Относительный вихрь,,,с-1,Operational,PDF
grib2/4/2/0/2/13,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",13,,Относительная дивергенция,,,с-1,Operational,PDF
grib2/4/2/0/2/14,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",14,,Потенциальный вихрь,,,К ⋅ м2 ⋅ кг-1 ⋅ с-1,Operational,PDF
grib2/4/2/0/2/15,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",15,,Вертикальный сдвиг компоненты u,,,с-1,Operational,PDF
grib2/4/2/0/2/16,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",16,,Вертикальный сдвиг компоненты v,,,с-1,Operational,PDF
grib2/4/2/0/2/17,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",17,,"Поток количества движения, компонента u",,,Н ⋅ м-2,Operational,PDF
grib2/4/2/0/2/18,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",18,,"Момент количества движения, компонента v",,,Н ⋅ м-2,Operational,PDF
grib2/4/2/0/2/19,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",19,,Ветровая энергия перемешивания,,,Дж,Operational,PDF
grib2/4/2/0/2/20,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",20,,Рассеяние пограничного слоя,,,Вт ⋅ м-2,Operational,PDF
grib2/4/2/0/2/21,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",21,,Максимальная скорость ветра,,1,м ⋅ с-1,Deprecated,PDF
grib2/4/2/0/2/22,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",22,,Скорость ветра (порывы),,,м ⋅ с-1,Operational,PDF
grib2/4/2/0/2/23,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",23,,Компонента ветра u (порывы),,,м ⋅ с-1,Operational,PDF
grib2/4/2/0/2/24,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",24,,Компонента ветра v (порывы),,,м ⋅ с-1,Operational,PDF
grib2/4/2/0/2/25,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",25,,Сдвиг вертикальной скорости,,,с-1,Operational,PDF
grib2/4/2/0/2/26,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 0 — Метеорологическая продукция, категория параметра 2: количество движения",26,,Горизонтальный поток импульса,,,Н ⋅ м-2,Operational,PDF
