ID,Title_ru,SubTitle_ru,CodeFlag,Value,MeaningParameterDescription_ru,Note_ru,noteIDs,UnitComments_ru,Status,translated_by
grib2/4/2/2/3/0,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 2 — Продукция, связанная с поверхностью суши, категория параметра 3: продукция, связанная с почвой",0,,Тип почвы,,,(Кодовая таблица 4.213),Operational,Original
grib2/4/2/2/3/1,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 2 — Продукция, связанная с поверхностью суши, категория параметра 3: продукция, связанная с почвой",1,,Температура верхнего слоя почвы,,1,К,Deprecated,Original
grib2/4/2/2/3/2,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 2 — Продукция, связанная с поверхностью суши, категория параметра 3: продукция, связанная с почвой",2,,Влажность верхнего слоя почвы,,1,кг ⋅ м-3,Deprecated,Original
grib2/4/2/2/3/3,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 2 — Продукция, связанная с поверхностью суши, категория параметра 3: продукция, связанная с почвой",3,,Влажность нижнего слоя почвы,,1,кг ⋅ м-3,Deprecated,Original
grib2/4/2/2/3/4,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 2 — Продукция, связанная с поверхностью суши, категория параметра 3: продукция, связанная с почвой",4,,Температура нижнего слоя почвы,,1,К,Deprecated,Original
grib2/4/2/2/3/5,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 2 — Продукция, связанная с поверхностью суши, категория параметра 3: продукция, связанная с почвой",5,,Объем жидкости во влажности почвы (незамерзшей),,3,Пропорция,Deprecated,Original
grib2/4/2/2/3/6,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 2 — Продукция, связанная с поверхностью суши, категория параметра 3: продукция, связанная с почвой",6,,Количество уровней почвы в корневой зоне,,,Числ.,Operational,Original
grib2/4/2/2/3/7,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 2 — Продукция, связанная с поверхностью суши, категория параметра 3: продукция, связанная с почвой",7,,Напряжение транспирации — начало (влажность почвы),,3,Пропорция,Deprecated,Original
grib2/4/2/2/3/8,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 2 — Продукция, связанная с поверхностью суши, категория параметра 3: продукция, связанная с почвой",8,,Прекращение прямого испарения (влажность почвы),,3,Пропорция,Deprecated,Original
grib2/4/2/2/3/9,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 2 — Продукция, связанная с поверхностью суши, категория параметра 3: продукция, связанная с почвой",9,,Пористость почвы,,3,Пропорция,Deprecated,Original
grib2/4/2/2/3/10,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 2 — Продукция, связанная с поверхностью суши, категория параметра 3: продукция, связанная с почвой",10,,Объем жидкости во влажности почвы (незамерзшей),,,м3 ⋅ м-3,Operational,Original
grib2/4/2/2/3/11,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 2 — Продукция, связанная с поверхностью суши, категория параметра 3: продукция, связанная с почвой",11,,Объем напряжения транспирации — начало (влажность почвы),,,м3 ⋅ м-3,Operational,Original
grib2/4/2/2/3/12,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 2 — Продукция, связанная с поверхностью суши, категория параметра 3: продукция, связанная с почвой",12,,Напряжение транспирации — начало (влажность почвы),,,кг ⋅ м-3,Operational,Original
grib2/4/2/2/3/13,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 2 — Продукция, связанная с поверхностью суши, категория параметра 3: продукция, связанная с почвой",13,,Объем прекращения прямого испарения (влажность почвы),,,м3 ⋅ м-3,Operational,Original
grib2/4/2/2/3/14,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 2 — Продукция, связанная с поверхностью суши, категория параметра 3: продукция, связанная с почвой",14,,Прекращение прямого испарения (влажность почвы),,,кг ⋅ м-3,Operational,Original
grib2/4/2/2/3/15,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 2 — Продукция, связанная с поверхностью суши, категория параметра 3: продукция, связанная с почвой",15,,Пористость почвы,,,м3 ⋅ м-3,Operational,Original
grib2/4/2/2/3/16,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 2 — Продукция, связанная с поверхностью суши, категория параметра 3: продукция, связанная с почвой",16,,Объем насыщения влажности почвы,,,м3 ⋅ м-3,Operational,Original
grib2/4/2/2/3/17,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 2 — Продукция, связанная с поверхностью суши, категория параметра 3: продукция, связанная с почвой",17,,Насыщение влажности почвы,,,кг ⋅ м-3,Operational,Original
grib2/4/2/2/3/18,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 2 — Продукция, связанная с поверхностью суши, категория параметра 3: продукция, связанная с почвой",18,,Температура почвы,,,К,Operational,Original
grib2/4/2/2/3/19,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 2 — Продукция, связанная с поверхностью суши, категория параметра 3: продукция, связанная с почвой",19,,Влажность почвы,,,кг ⋅ м-3,Operational,Original
