ID,Title_ru,SubTitle_ru,CodeFlag,Value,MeaningParameterDescription_ru,Note_ru,noteIDs,UnitComments_ru,Status,translated_by
grib2/4/2/10/4/0,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 4: подповерхностные свойства",0,,Глубина основного термоклина,,,м,Operational,Original
grib2/4/2/10/4/1,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 4: подповерхностные свойства",1,,Аномалия основного термоклина,,,м,Operational,Original
grib2/4/2/10/4/2,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 4: подповерхностные свойства",2,,Глубина неустойчивого термоклина,,,м,Operational,Original
grib2/4/2/10/4/3,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 4: подповерхностные свойства",3,,Соленость,,,кг ⋅ кг -1,Operational,Original
grib2/4/2/10/4/4,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 4: подповерхностные свойства",4,,Вертикальная диффузия тепла в океане,,,м 2 ⋅ с -1,Operational,Original
grib2/4/2/10/4/5,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 4: подповерхностные свойства",5,,Вертикальная диффузия соли в океане,,,м 2 ⋅ с -1,Operational,Original
grib2/4/2/10/4/6,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 4: подповерхностные свойства",6,,Вертикальный обмен количеством движения в океане,,,м 2 ⋅ с -1,Operational,Original
grib2/4/2/10/4/7,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 4: подповерхностные свойства",7,,Батиметрия,,,м,Operational,Original
grib2/4/2/10/4/8-10,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 4: подповерхностные свойства",8-10,,Зарезервированы,,,,Operational,Original
grib2/4/2/10/4/11,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 4: подповерхностные свойства",11,,Фактор формы по отношению к профилю солености,,,–,Operational,Original
grib2/4/2/10/4/12,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 4: подповерхностные свойства",12,,Фактор формы по отношению к профилю температуры в термоклине,,,–,Operational,Original
grib2/4/2/10/4/13,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 4: подповерхностные свойства",13,,Коэффициент ослабления солнечной радиации водой,,,м -1,Operational,Original
grib2/4/2/10/4/14,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 4: подповерхностные свойства",14,,Глубина воды,,,м,Operational,Original
grib2/4/2/10/4/15,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 4: подповерхностные свойства",15,,Температура воды,,,К,Operational,Original
grib2/4/2/10/4/16,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 4: подповерхностные свойства",16,,Плотность воды (ро),,,кг·м -3,Operational,Original
grib2/4/2/10/4/17,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 4: подповерхностные свойства",17,,Аномалия плотности воды (сигма) (см. примечание),,17,кг·м -3,Deprecated,Original
grib2/4/2/10/4/18,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 4: подповерхностные свойства",18,,Потенциальная температура воды (тета),,,K,Operational,Original
grib2/4/2/10/4/19,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 4: подповерхностные свойства",19,,Потенциальная плотность воды (ро тета),,,кг·м -3,Operational,Original
grib2/4/2/10/4/20,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 4: подповерхностные свойства",20,,Потенциальная аномалия плотности воды (сигма тета) (см. примечание),,17,кг·м -3,Operational,Original
grib2/4/2/10/4/21,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 4: подповерхностные свойства",21,,Практическая соленость,,,Числ.,Operational,Original
grib2/4/2/10/4/22-191,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 4: подповерхностные свойства",22-191,,Зарезервированы,,,,,Original
grib2/4/2/10/4/192-254,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 4: подповерхностные свойства",192-254,,Зарезервированы для местного использования,,,,Operational,Original
grib2/4/2/10/4/255,"Номер параметра, согласно дисциплине продукции и категории параметра","Дисциплина продукции 10 — Океанографическая продукция, категория параметра 4: подповерхностные свойства",255,,Отсутствующий,,,,Operational,Original
