ID,Title_ru,SubTitle_ru,CodeFlag,Value,MeaningParameterDescription_ru,Note_ru,noteIDs,UnitComments_ru,Status,translated_by
grib2/3/2/0,Форма Земли,,0,,"Предполагается, что Земля имеет форму шара с радиусом 6 367 470,0 м",,121,,Operational,PDF
grib2/3/2/1,Форма Земли,,1,,"Предполагается, что Земля имеет форму шара с радиусом, определенным в метрах производителем данных",,121,,Operational,PDF
grib2/3/2/2,Форма Земли,,2,,"Предполагается, что Земля имеет форму сплюснутого сфероида с размерами, определенными МАС в 1965 г. (большая ось = 6 378 160 м, малая ось = 6 356 775 м, f = 1/297,0)",,,,Operational,PDF
grib2/3/2/3,Форма Земли,,3,,"Предполагается, что Земля имеет форму сплюснутого сфероида с большой и малой осью, определенными в километрах производителем данных",,121,,Operational,PDF
grib2/3/2/4,Форма Земли,,4,,"Предполагается, что Земля имеет форму сплюснутого сфероида, определенного моделью IAG-GRS80 (большая ось = 6 378 137,0 м, малая ось = 6 356 752,314 м, f = 1/298,257 222 101)",,,,Operational,PDF
grib2/3/2/5,Форма Земли,,5,,"Предполагается, что Земля представлена WGS-84 (используется ИКАО начиная с 1998 г.)",,117,,Operational,PDF
grib2/3/2/6,Форма Земли,,6,,"Предполагается, что Земля имеет форму шара с радиусом 6 371 229,0 м",,121,,Operational,PDF
grib2/3/2/7,Форма Земли,,7,,"Предполагается, что Земля имеет форму сплюснутого сфероида с большой и малой осью, определенными в метрах производителем данных",,121,,Operational,PDF
grib2/3/2/8,Форма Земли,,8,,"Предполагается, что модель Земли имеет форму шара с радиусом 6 371 200,0 м, причем горизонтальной исходной поверхностью полученного поля широта/долгота является исходный угол WGS-84",,,,Operational,PDF
grib2/3/2/9,Форма Земли,,9,,"Форма Земли представлена посредством величины Картографической службы Великобритании, 1936, основанной на использовании эллипсоида Airy 1830, Гринвичского меридиана как нулевой долготы и отметки среднего уровня моря у г. Ньюлин, высоты 0",,,,Operational,PDF
grib2/3/2/10-191,Форма Земли,,10-191,,Зарезервированы,,,,Operational,PDF
grib2/3/2/192-254,Форма Земли,,192-254,,Зарезервированы для местного использования,,,,Operational,PDF
grib2/3/2/255,Форма Земли,,255,,Отсутствующее,,,,Operational,PDF
