ID,Title_ru,SubTitle_ru,CodeFlag,Value,MeaningParameterDescription_ru,Note_ru,noteIDs,UnitComments_ru,Status,translated_by
grib2/4/91/0,Тип интервала,,0,,"Меньше, чем первый предел",,,,Operational,PDF
grib2/4/91/1,Тип интервала,,1,,"Больше, чем второй предел",,,,Operational,PDF
grib2/4/91/2,Тип интервала,,2,,"Между первым и вторым пределами. Диапазон включает первый предел, но не второй предел",,,,Operational,PDF
grib2/4/91/3,Тип интервала,,3,,"Больше, чем первый предел",,,,Operational,PDF
grib2/4/91/4,Тип интервала,,4,,"Меньше, чем второй предел",,,,Operational,PDF
grib2/4/91/5,Тип интервала,,5,,Меньше или равно первому пределу,,,,Operational,PDF
grib2/4/91/6,Тип интервала,,6,,Больше или равно второму пределу,,,,Operational,PDF
grib2/4/91/7,Тип интервала,,7,,Между первым и вторым пределами. Диапазон включает первый предел и второй предел,,,,Operational,PDF
grib2/4/91/8,Тип интервала,,8,,Больше или равно первому пределу,,,,Operational,PDF
grib2/4/91/9,Тип интервала,,9,,Меньше или равно второму пределу,,,,Operational,PDF
grib2/4/91/10,Тип интервала,,10,,"Между первым и вторым пределами. Диапазон включает второй предел, но не первый предел",,,,Operational,PDF
grib2/4/91/11,Тип интервала,,11,,Равно первому пределу,,,,Operational,PDF
grib2/4/91/12-191,Тип интервала,,12-191,,Зарезервированы,,,,Operational,PDF
grib2/4/91/192-254,Тип интервала,,192-254,,Зарезервированы для местного использования,,,,Operational,PDF
grib2/4/91/255,Тип интервала,,255,,Отсутствующее,,,,Operational,PDF
