ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/101/10,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae,10,1,Parameter category,(see Code table 4.1),,4.1,,Operational,Original
grib2/4/101/11,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae,11,1,Parameter number,(see Code table 4.2),,4.2,,Operational,Original
grib2/4/101/12-13,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae,12-13,2,Wave direction number,,,,,Operational,Original
grib2/4/101/14-15,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae,14-15,2,Number of wave directions (ND),,,,,Operational,Original
grib2/4/101/16-17,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae,16-17,2,Wave frequency number,,,,,Operational,Original
grib2/4/101/18-19,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae,18-19,2,Number of wave frequencies (NF),,,,,Operational,Original
grib2/4/101/20,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae,20,1,Type of generating process,(see Code table 4.3),,4.3,,Operational,Original
grib2/4/101/21,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae,21,1,Background generating process identifier (defined by originating centre),,,,,Operational,Original
grib2/4/101/22,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae,22,1,Analysis or forecast generating process identifier (defined by originating centre),,,,,Operational,Original
grib2/4/101/23-24,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae,23-24,2,Hours of observational data cut-off after reference time,(see Note 1),33,,,Operational,Original
grib2/4/101/25,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae,25,1,Minutes of observational data cut-off after reference time,,,,,Operational,Original
grib2/4/101/26,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae,26,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/101/27-30,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae,27-30,4,Forecast time in units defined by previous octet,,,,,Operational,Original
grib2/4/101/31,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae,31,1,Type of wave direction sequence,(see Code table 4.251),,4.251,,Operational,Original
grib2/4/101/32,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae,32,1,Number of wave direction sequence parameters (NDSP),,,,,Operational,Original
grib2/4/101//1,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae,,,The next two entries are repeated NDSP times to encode the scale factors and scaled values of the sequence parameters.,,,,,Operational,Original
grib2/4/101/33+(NDSP-1)*5,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae,33+(NDSP-1)*5,,Scale factor of wave direction sequence parameter,,,,,Operational,Original
grib2/4/101/(34+(NDSP-1)*5)-(37+(NDSP-1)*5),Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae,(34+(NDSP-1)*5)-(37+(NDSP-1)*5),,Scaled value of wave direction sequence parameter,(see Note 2),162,,,Operational,Original
grib2/4/101/33+NDSP*5,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae,33+NDSP*5,,Type of wave frequency sequence,(see Code table 4.251),,4.251,,Operational,Original
grib2/4/101/34+NDSP*5,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae,34+NDSP*5,,Number of wave frequency sequence parameters (NFSP),,,,,Operational,Original
grib2/4/101//2,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae,,,The next two entries are repeated NFSP times to encode the scale factors and scaled values of the sequence parameters.,,,,,Operational,Original
grib2/4/101/35+NDSP*5+(NFSP-1)*5,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae,35+NDSP*5+(NFSP-1)*5,,Scale factor of wave frequency sequence parameter,,,,,Operational,Original
grib2/4/101/(36+NDSP*5+(NFSP-1)*5)-(39+NDSP*5+(NFSP-1)*5),Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with frequencies and directions defined by formulae,(36+NDSP*5+(NFSP-1)*5)-(39+NDSP*5+(NFSP-1)*5),,Scaled value of wave frequency sequence parameter,(see Note 3),161,,,Operational,Original
