ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/147/10,"Verification scores for average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",10,1,Parameter category,(see Code table 4.1),,4.1,,Operational,Original
grib2/4/147/11,"Verification scores for average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",11,1,Parameter number,(see Code table 4.2),,4.2,,Operational,Original
grib2/4/147/12,"Verification scores for average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",12,1,Type of generating process,(see Code table 4.3),,4.3,,Operational,Original
grib2/4/147/13,"Verification scores for average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",13,1,Background process,,,,,Operational,Original
grib2/4/147/14,"Verification scores for average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",14,1,Generating process identifier,,,,,Operational,Original
grib2/4/147/15-16,"Verification scores for average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",15-16,2,Hours after data cut-off,,,,,Operational,Original
grib2/4/147/17,"Verification scores for average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",17,1,Minutes after data cut-off,,,,,Operational,Original
grib2/4/147/18,"Verification scores for average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",18,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/147/19-22,"Verification scores for average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",19-22,4,Forecast time,,,,,Operational,Original
grib2/4/147/23,"Verification scores for average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",23,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational,Original
grib2/4/147/24,"Verification scores for average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",24,1,Scale factor of first fixed surface,,,,,Operational,Original
grib2/4/147/25-28,"Verification scores for average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",25-28,4,Scaled value of first fixed surface,,,,,Operational,Original
grib2/4/147/29,"Verification scores for average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",29,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational,Original
grib2/4/147/30,"Verification scores for average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",30,1,Scale factor of second fixed surface,,,,,Operational,Original
grib2/4/147/31-34,"Verification scores for average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",31-34,4,Scaled value of second fixed surface,,,,,Operational,Original
grib2/4/147/35-36,"Verification scores for average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",35-36,2,Year of end of overall time interval,,,,,Operational,Original
grib2/4/147/37,"Verification scores for average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",37,1,Month of end of overall time interval,,,,,Operational,Original
grib2/4/147/38,"Verification scores for average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",38,1,Day of end of overall time interval,,,,,Operational,Original
grib2/4/147/39,"Verification scores for average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",39,1,Hour of end of overall time interval,,,,,Operational,Original
grib2/4/147/40,"Verification scores for average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",40,1,Minute of end of overall time interval,,,,,Operational,Original
grib2/4/147/41,"Verification scores for average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",41,1,Second of end of overall time interval,,,,,Operational,Original
grib2/4/147/42,"Verification scores for average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",42,1,Number of time range (NR),,,,,Operational,Original
grib2/4/147/43-46,"Verification scores for average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",43-46,4,Number of missing in statistical process,,,,,Operational,Original
grib2/4/147//1,"Verification scores for average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval", , ,The next six entries are repeated NR times nr=1:NR,,,,,Operational,Original
grib2/4/147/47 + (nr-1)*12,"Verification scores for average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",47 + (nr-1)*12,1,Type of statistical processing,(see Code table 4.10),,4.10,,Operational,Original
grib2/4/147/48 + (nr-1)*12,"Verification scores for average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",48 + (nr-1)*12,1,Type of time increment,(see Code table 4.11),,4.11,,Operational,Original
grib2/4/147/49 + (nr-1)*12,"Verification scores for average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",49 + (nr-1)*12,1,Indicator of unit for time range,(see Code table 4.4),,4.4,,Operational,Original
