ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/48/10,analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol,10,1,Parameter category,(see Code table 4.1),,4.1,,Operational,Original
grib2/4/48/11,analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol,11,1,Parameter number,(see Code table 4.2),,4.2,,Operational,Original
grib2/4/48/12-13,analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol,12-13,2,Aerosol type,(see Common Code table C-14),,CCT-14,,Operational,Original
grib2/4/48/14,analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol,14,1,Type of interval for first and second size,(see Code table 4.91),,4.91,,Operational,Original
grib2/4/48/15,analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol,15,1,Scale factor of first size,,,,,Operational,Original
grib2/4/48/16-19,analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol,16-19,4,Scaled value of first size in metres,,,,,Operational,Original
grib2/4/48/20,analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol,20,1,Scale factor of second size ,,,,,Operational,Original
grib2/4/48/21-24,analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol,21-24,4,Scaled value of second size in metres,,,,,Operational,Original
grib2/4/48/25,analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol,25,1,Type of interval for first and second wavelength,(see Code table 4.91),,4.91,,Operational,Original
grib2/4/48/26,analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol,26,1,Scale factor of first wavelength,,,,,Operational,Original
grib2/4/48/27-30,analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol,27-30,4,Scaled value of first wavelength in metres,,,,,Operational,Original
grib2/4/48/31,analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol,31,1,Scale factor of second wavelength,,,,,Operational,Original
grib2/4/48/32-35,analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol,32-35,4,Scaled value of second wavelength in metres,,,,,Operational,Original
grib2/4/48/36,analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol,36,1,Type of generating process,(see Code table 4.3),,4.3,,Operational,Original
grib2/4/48/37,analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol,37,1,Background generating process identifier (defined by originating centre),,,,,Operational,Original
grib2/4/48/38,analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol,38,1,Analysis or forecast generating process identifier (defined by originating centre),,,,,Operational,Original
grib2/4/48/39-40,analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol,39-40,2,Hours of observational data cut-off after reference time,(see Note),33,,,Operational,Original
grib2/4/48/41,analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol,41,1,Minutes of observational data cut-off after reference time,,,,,Operational,Original
grib2/4/48/42,analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol,42,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/48/43-46,analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol,43-46,4,Forecast time in units defined by octet 42,,,,,Operational,Original
grib2/4/48/47,analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol,47,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational,Original
grib2/4/48/48,analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol,48,1,Scale factor of first fixed surface,,,,,Operational,Original
grib2/4/48/49-52,analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol,49-52,4,Scaled value of first fixed surface,,,,,Operational,Original
grib2/4/48/53,analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol,53,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational,Original
grib2/4/48/54,analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol,54,1,Scale factor of second fixed surface,,,,,Operational,Original
grib2/4/48/55-58,analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol,55-58,4,Scaled value of second fixed surface,,,,,Operational,Original
