ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/92/10,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a specified local time",10,1,Parameter category,(see Code table 4.1),,4.1,,Operational,Original
grib2/4/92/11,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a specified local time",11,1,Parameter number,(see Code table 4.2),,4.2,,Operational,Original
grib2/4/92/12,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a specified local time",12,1,Type of generating process,(see Code table 4.3),,4.3,,Operational,Original
grib2/4/92/13,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a specified local time",13,1,Background generating process identifier (defined by originating centre),,,,,Operational,Original
grib2/4/92/14,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a specified local time",14,1,Forecast generating process identifier (defined by originating centre),,,,,Operational,Original
grib2/4/92/15,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a specified local time",15,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational,Original
grib2/4/92/16,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a specified local time",16,1,Scale factor of first fixed surface,,,,,Operational,Original
grib2/4/92/17-20,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a specified local time",17-20,4,Scaled value of first fixed surface,,,,,Operational,Original
grib2/4/92/21,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a specified local time",21,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational,Original
grib2/4/92/22,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a specified local time",22,1,Scale factor of second fixed surface,,,,,Operational,Original
grib2/4/92/23-26,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a specified local time",23-26,4,Scaled value of second fixed surface,,,,,Operational,Original
grib2/4/92/27,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a specified local time",27,1,Type of ensemble forecast,(see Code table 4.6),,4.6,,Operational,Original
grib2/4/92/28,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a specified local time",28,1,Perturbation number,,,,,Operational,Original
grib2/4/92/29,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a specified local time",29,1,Number of forecasts in ensemble,,,,,Operational,Original
grib2/4/92/30,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a specified local time",30,1,Method used to derive the data field values at the local time specified in section 1,(see Code table 4.248),,4.248,,Operational,Original
grib2/4/92/31,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a specified local time",31,1,n - number of forecasts used to create the composite data field at the local time specified in section 1 (n >= 1),,,,,Operational,Original
grib2/4/92//1,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a specified local time",,,Octets 32-49 Specification of the forecast used in the processing (n = 1),,,,,Operational,Original
grib2/4/92/32-33,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a specified local time",32-33,2,Year of the forecast used in the processing,,,,,Operational,Original
grib2/4/92/34,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a specified local time",34,1,Month of the forecast used in the processing,,,,,Operational,Original
grib2/4/92/35,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a specified local time",35,1,Day of the forecast used in the processing,,,,,Operational,Original
grib2/4/92/36,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a specified local time",36,1,Hour of the forecast used in the processing,,,,,Operational,Original
grib2/4/92/37,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a specified local time",37,1,Minute of the forecast used in the processing,,,,,Operational,Original
grib2/4/92/38,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a specified local time",38,1,Second of the forecast used in the processing,,,,,Operational,Original
grib2/4/92/39,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a specified local time",39,1,Indicator of units of forecast time,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/92/40-43,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a specified local time",40-43,4,Forecast time,(see Note),156,,,Operational,Original
grib2/4/92/44,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a specified local time",44,1,Number of time increments of the forecast used in the processing,,,,,Operational,Original
grib2/4/92/45,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a specified local time",45,1,Indicator of units of time for the time increments,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/92/46-49,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a specified local time",46-49,4,Time increments between successive forecast times,,,,,Operational,Original
grib2/4/92//2,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a specified local time",,,Octets 50-nn are included only if n > 1 where nn = 31 + 18 x n,,,,,Operational,Original
grib2/4/92/50-nn,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a specified local time",50-nn,,(n-1) repetitions of sequence of octets 32-49 describing the next analyses or forecasts used in the processing,,,,,Operational,Original
