ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/111/10,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",10,1,Parameter category,(see Code table 4.1),4.1,,,Operational,Original
grib2/4/111/11,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",11,1,Parameter number,(see Code table 4.2),4.2,,,Operational,Original
grib2/4/111/12,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",12,1,Type of interval (for wavelength),(see Code table 4.91),,4.91,,Operational,Original
grib2/4/111/13,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",13,1,Scale factor of first wavelength,,,,,Operational,Original
grib2/4/111/14-17,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",14-17,4,Scaled value of first wavelength,,,,,Operational,Original
grib2/4/111/18,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",18,1,Scale factor of second wavelength,,,,,Operational,Original
grib2/4/111/19-22,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",19-22,4,Scaled value of second wavelength,,,,,Operational,Original
grib2/4/111/23,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",23,1,Type of generating process,(see Code table 4.3),,4.3,,Operational,Original
grib2/4/111/24,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",24,1,Background generating process identifier (defined by originating centre),,,,,Operational,Original
grib2/4/111/25,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",25,1,Forecast generating process identifier (defined by originating centre),,,,,Operational,Original
grib2/4/111/26-27,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",26-27,2,Hours after reference time of data cut-off,,,,,Operational,Original
grib2/4/111/28,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",28,1,Minutes after reference time of data cut-off,,,,,Operational,Original
grib2/4/111/29,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",29,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/111/30-33,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",30-33,4,Forecast time in units defined by octet 29,,,,,Operational,Original
grib2/4/111/34,"Average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for generic optical products",34,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational,Original
