ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/155/10,"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",10,1,Parameter category,(see Code table 4.1),,4.1,,Operational,na
grib2/4/155/11,"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",11,1,Parameter number,(see Code table 4.2),,4.2,,Operational,na
grib2/4/155/12,"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",12,1,Type of generating process,(see Code table 4.3),,4.3,,Operational,na
grib2/4/155/13,"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",13,1,Background generating process identifier (defined by originating centre),,,,,Operational,na
grib2/4/155/14,"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",14,1,Forecast generating process identifier (defined by originating centre),,,,,Operational,na
grib2/4/155/15-16,"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",15-16,2,Hours after reference time of data cut-off,(see Note 1),33,,,Operational,na
grib2/4/155/17,"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",17,1,Minutes after reference time of data cut-off,,,,,Operational,na
grib2/4/155/18,"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",18,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational,na
grib2/4/155/19-22,"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",19-22,4,Forecast time in units defined by octet 18,(see Note 2),111,,,Operational,na
grib2/4/155/23,"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",23,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational,na
grib2/4/155/24,"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",24,1,Scale factor of first fixed surface,,,,,Operational,na
grib2/4/155/25-28,"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",25-28,4,Scaled value of first fixed surface,,,,,Operational,na
grib2/4/155/29,"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",29,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational,na
grib2/4/155/30,"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",30,1,Scale factor of second fixed surface,,,,,Operational,na
grib2/4/155/31-34,"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",31-34,4,Scaled value of second fixed surface,,,,,Operational,na
grib2/4/155/35,"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",35,1,Type of ensemble forecast,(see Code table 4.6),,4.6,,Operational,na
grib2/4/155/36-39,"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",36-39,4,Perturbation number,,,,,Operational,na
grib2/4/155/40-43,"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",40-43,4,Number of forecasts in ensemble,,,,,Operational,na
grib2/4/155/44-45,"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",44-45,2,Year of model version date,(see Note 3),127,,,Operational,na
grib2/4/155/46,"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",46,1,Month of model version date,,,,,Operational,na
grib2/4/155/47,"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",47,1,Day of model version date,,,,,Operational,na
grib2/4/155/48,"Individual large ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",48,1,Hour of model version date,,,,,Operational,na
