ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/98/10,"Average, accumulation, extreme values or other statistically processed values of a post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a local time",10,1,Parameter category,(see Code table 4.1),,4.1,,Operational,na
grib2/4/98/11,"Average, accumulation, extreme values or other statistically processed values of a post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a local time",11,1,Parameter number,(see Code table 4.2),,4.2,,Operational,na
grib2/4/98/12-13,"Average, accumulation, extreme values or other statistically processed values of a post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a local time",12-13,2,Input process identifier,(see Note 1),82,,,Operational,na
grib2/4/98/14-15,"Average, accumulation, extreme values or other statistically processed values of a post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a local time",14-15,2,Input originating centre,(see Note 2 and Common Code table C-11),81,CCT-11,,Operational,na
grib2/4/98/16,"Average, accumulation, extreme values or other statistically processed values of a post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a local time",16,1,Type of post-processing,(see Note 3),126,,,Operational,na
grib2/4/98/17,"Average, accumulation, extreme values or other statistically processed values of a post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a local time",17,1,Type of generating process,(see Code table 4.3),,4.3,,Operational,na
grib2/4/98/18,"Average, accumulation, extreme values or other statistically processed values of a post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a local time",18,1,Background generating process identifier (defined by originating centre),,,,,Operational,na
grib2/4/98/19,"Average, accumulation, extreme values or other statistically processed values of a post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a local time",19,1,Forecast generating process identifier (defined by originating centre),,,,,Operational,na
grib2/4/98/20,"Average, accumulation, extreme values or other statistically processed values of a post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a local time",20,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational,na
grib2/4/98/21,"Average, accumulation, extreme values or other statistically processed values of a post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a local time",21,1,Scale factor of first fixed surface,,,,,Operational,na
grib2/4/98/22-25,"Average, accumulation, extreme values or other statistically processed values of a post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a local time",22-25,4,Scaled value of first fixed surface,,,,,Operational,na
grib2/4/98/26,"Average, accumulation, extreme values or other statistically processed values of a post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a local time",26,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational,na
grib2/4/98/27,"Average, accumulation, extreme values or other statistically processed values of a post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a local time",27,1,Scale factor of second fixed surface,,,,,Operational,na
grib2/4/98/28-31,"Average, accumulation, extreme values or other statistically processed values of a post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a local time",28-31,4,Scaled value of second fixed surface,,,,,Operational,na
grib2/4/98/32,"Average, accumulation, extreme values or other statistically processed values of a post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a local time",32,1,Type of ensemble forecast,(see Code table 4.6),,4.6,,Operational,na
grib2/4/98/33,"Average, accumulation, extreme values or other statistically processed values of a post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a local time",33,1,Perturbation number,,,,,Operational,na
grib2/4/98/34,"Average, accumulation, extreme values or other statistically processed values of a post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a local time",34,1,Number of forecasts in ensemble,,,,,Operational,na
grib2/4/98/35,"Average, accumulation, extreme values or other statistically processed values of a post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a local time",35,1,Statistical process used to calculate the fields that will be used in the local time processing,(see Code table 4.10),,4.10,,Operational,na
grib2/4/98/36,"Average, accumulation, extreme values or other statistically processed values of a post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a local time",36,1,Indicator of unit of time range over which statistical processing is done,(see Code table 4.4),,4.4,,Operational,na
grib2/4/98/37-40,"Average, accumulation, extreme values or other statistically processed values of a post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a local time",37-40,4,Length of the time range over which statistical processing is done in units defined by the previous octet,(see Note 4),140,,,Operational,na
grib2/4/98/41,"Average, accumulation, extreme values or other statistically processed values of a post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a local time",41,1,Number of statistically processed fields used in the local time composite field,(see Note 5),141,,,Operational,na
grib2/4/98/42,"Average, accumulation, extreme values or other statistically processed values of a post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a local time",42,1,Method used to derive the data field values at the local time specified in section 1,(see Code table 4.248),,4.248,,Operational,na
grib2/4/98/43,"Average, accumulation, extreme values or other statistically processed values of a post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a local time",43,1,n - number of forecasts used to create the composite data field at the local time specified in section 1 (n >= 1),(see Note 6),148,,,Operational,na
grib2/4/98//1,"Average, accumulation, extreme values or other statistically processed values of a post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a local time",,,Octets 44-61 Specification of the forecast used in the processing (n = 1),,,,,Operational,na
grib2/4/98/44-45,"Average, accumulation, extreme values or other statistically processed values of a post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a local time",44-45,2,Year of the forecast used in the processing,,,,,Operational,na
grib2/4/98/46,"Average, accumulation, extreme values or other statistically processed values of a post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a local time",46,1,Month of the forecast used in the processing,,,,,Operational,na
grib2/4/98/47,"Average, accumulation, extreme values or other statistically processed values of a post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a local time",47,1,Day of the forecast used in the processing,,,,,Operational,na
grib2/4/98/48,"Average, accumulation, extreme values or other statistically processed values of a post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a local time",48,1,Hour of the forecast used in the processing,,,,,Operational,na
grib2/4/98/49,"Average, accumulation, extreme values or other statistically processed values of a post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a local time",49,1,Minute of the forecast used in the processing,,,,,Operational,na
