ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/86/10,quantile forecasts at a horizontal level or in a horizontal layer at a point in time,10,1,Parameter category,(see Code table 4.1),,4.1,,Operational,Original
grib2/4/86/11,quantile forecasts at a horizontal level or in a horizontal layer at a point in time,11,1,Parameter number,(see Code table 4.2),,4.2,,Operational,Original
grib2/4/86/12,quantile forecasts at a horizontal level or in a horizontal layer at a point in time,12,1,Type of generating process,(see Code table 4.3),,4.3,,Operational,Original
grib2/4/86/13,quantile forecasts at a horizontal level or in a horizontal layer at a point in time,13,1,Background generating process identifier (defined by originating centre),,,,,Operational,Original
grib2/4/86/14,quantile forecasts at a horizontal level or in a horizontal layer at a point in time,14,1,Forecast generating process identifier (defined by originating centre),,,,,Operational,Original
grib2/4/86/15-16,quantile forecasts at a horizontal level or in a horizontal layer at a point in time,15-16,2,Hours after reference time of data cut-off,(see Note),33,,,Operational,Original
grib2/4/86/17,quantile forecasts at a horizontal level or in a horizontal layer at a point in time,17,1,Minutes after reference time of data cut-off,,,,,Operational,Original
grib2/4/86/18,quantile forecasts at a horizontal level or in a horizontal layer at a point in time,18,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/86/19-22,quantile forecasts at a horizontal level or in a horizontal layer at a point in time,19-22,4,Forecast time in units defined by octet 18,,,,,Operational,Original
grib2/4/86/23,quantile forecasts at a horizontal level or in a horizontal layer at a point in time,23,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational,Original
grib2/4/86/24,quantile forecasts at a horizontal level or in a horizontal layer at a point in time,24,1,Scale factor of first fixed surface,,,,,Operational,Original
grib2/4/86/25-28,quantile forecasts at a horizontal level or in a horizontal layer at a point in time,25-28,4,Scaled value of first fixed surface,,,,,Operational,Original
grib2/4/86/29,quantile forecasts at a horizontal level or in a horizontal layer at a point in time,29,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational,Original
grib2/4/86/30,quantile forecasts at a horizontal level or in a horizontal layer at a point in time,30,1,Scale factor of second fixed surface,,,,,Operational,Original
grib2/4/86/31-34,quantile forecasts at a horizontal level or in a horizontal layer at a point in time,31-34,4,Scaled value of second fixed surface,,,,,Operational,Original
grib2/4/86/35-36,quantile forecasts at a horizontal level or in a horizontal layer at a point in time,35-36,2,Total number of quantile q,,,,,Operational,Original
grib2/4/86/37-38,quantile forecasts at a horizontal level or in a horizontal layer at a point in time,37-38,2,Quantile value (between 0 and q),,,,,Operational,Original
