ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/2/10,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,10,1,Parameter category,(see Code table 4.1),,4.1,,Operational,PDF
grib2/4/2/11,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,11,1,Parameter number,(see Code table 4.2),,4.2,,Operational,PDF
grib2/4/2/12,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,12,1,Type of generating process,(see Code table 4.3),,4.3,,Operational,PDF
grib2/4/2/13,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,13,1,Background generating process identifier (defined by originating centre),,,,,Operational,PDF
grib2/4/2/14,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,14,1,Forecast generating process identifier (defined by originating centre),,,,,Operational,PDF
grib2/4/2/15-16,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,15-16,2,Hours after reference time of data cut-off,(see Note),33,,,Operational,PDF
grib2/4/2/17,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,17,1,Minutes after reference time of data cut-off,,,,,Operational,PDF
grib2/4/2/18,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,18,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational,PDF
grib2/4/2/19-22,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,19-22,4,Forecast time in units defined by octet 18,,,,,Operational,PDF
grib2/4/2/23,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,23,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational,PDF
grib2/4/2/24,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,24,1,Scale factor of first fixed surface,,,,,Operational,PDF
grib2/4/2/25-28,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,25-28,4,Scaled value of first fixed surface,,,,,Operational,PDF
grib2/4/2/29,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,29,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational,PDF
grib2/4/2/30,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,30,1,Scale factor of second fixed surface,,,,,Operational,PDF
grib2/4/2/31-34,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,31-34,4,Scaled value of second fixed surface,,,,,Operational,PDF
grib2/4/2/35,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,35,1,Derived forecast,(see Code table 4.7),,4.7,,Operational,PDF
grib2/4/2/36,derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer at a point in time,36,1,Number of forecasts in ensemble,,,,,Operational,PDF
