ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/14/10,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,10,1,Parameter category,(see Code table 4.1),,4.1,,Operational,Original
grib2/4/14/11,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,11,1,Parameter number,(see Code table 4.2),,4.2,,Operational,Original
grib2/4/14/12,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,12,1,Type of generating process,(see Code table 4.3),,4.3,,Operational,Original
grib2/4/14/13,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,13,1,Background generating process identifier (defined by originating centre),,,,,Operational,Original
grib2/4/14/14,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,14,1,Forecast generating process identifier (defined by originating centre),,,,,Operational,Original
grib2/4/14/15-16,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,15-16,2,Hours after reference time of data cut-off,(see Note 1),33,,,Operational,Original
grib2/4/14/17,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,17,1,Minutes after reference time of data cut-off,,,,,Operational,Original
grib2/4/14/18,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,18,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/14/19-22,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,19-22,4,Forecast time in units defined by octet 18,(see Note 2),111,,,Operational,Original
grib2/4/14/23,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,23,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational,Original
grib2/4/14/24,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,24,1,Scale factor of first fixed surface,,,,,Operational,Original
grib2/4/14/25-28,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,25-28,4,Scaled value of first fixed surface,,,,,Operational,Original
grib2/4/14/29,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,29,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational,Original
grib2/4/14/30,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,30,1,Scale factor of second fixed surface,,,,,Operational,Original
grib2/4/14/31-34,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,31-34,4,Scaled value of second fixed surface,,,,,Operational,Original
grib2/4/14/35,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,35,1,Derived forecast,(see Code table 4.7),,4.7,,Operational,Original
grib2/4/14/36,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,36,1,Number of forecasts in the ensemble (N),,,,,Operational,Original
grib2/4/14/37,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,37,1,Cluster identifier,,,,,Operational,Original
grib2/4/14/38,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,38,1,Number of cluster to which the high-resolution control belongs,,,,,Operational,Original
grib2/4/14/39,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,39,1,Number of cluster to which the low-resolution control belongs,,,,,Operational,Original
grib2/4/14/40,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,40,1,Total number of clusters,,,,,Operational,Original
grib2/4/14/41,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,41,1,Clustering method,(see Code table 4.8),,4.8,,Operational,Original
grib2/4/14/42-45,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,42-45,4,Latitude of central point in cluster domain,,,,,Operational,Original
grib2/4/14/46-49,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,46-49,4,Longitude of central point in cluster domain,,,,,Operational,Original
grib2/4/14/50-53,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,50-53,4,Radius of cluster domain,,,,,Operational,Original
grib2/4/14/54,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,54,1,NC - number of forecasts in the cluster,,,,,Operational,Original
grib2/4/14/55,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,55,1,Scale factor of standard deviation in the cluster,,,,,Operational,Original
grib2/4/14/56-59,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,56-59,4,Scaled value of standard deviation in the cluster,,,,,Operational,Original
grib2/4/14/60,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,60,1,Scale factor of distance of the cluster from ensemble mean,,,,,Operational,Original
grib2/4/14/61-64,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,61-64,4,Scaled value of distance of the cluster from ensemble mean,,,,,Operational,Original
grib2/4/14/65-66,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,65-66,2,Year of end of overall time interval,,,,,Operational,Original
grib2/4/14/67,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,67,1,Month of end of overall time interval,,,,,Operational,Original
grib2/4/14/68,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,68,1,Day of end of overall time interval,,,,,Operational,Original
grib2/4/14/69,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,69,1,Hour of end of overall time interval,,,,,Operational,Original
grib2/4/14/70,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,70,1,Minute of end of overall time interval,,,,,Operational,Original
grib2/4/14/71,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,71,1,Second of end of overall time interval,,,,,Operational,Original
grib2/4/14/72,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,72,1,n - number of time range specifications describing the time intervals used to calculate the statistically processed field,,,,,Operational,Original
grib2/4/14/73-76,derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,73-76,4,Total number of data values missing in statistical process,,,,,Operational,Original
