ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/90/10,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,10,1,Parameter category,(see Code table 4.1),,4.1,,Operational,Original
grib2/4/90/11,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,11,1,Parameter number,(see Code table 4.2),,4.2,,Operational,Original
grib2/4/90/12-13,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,12-13,2,Input process identifier,(see Note 1),82,,,Operational,Original
grib2/4/90/14-15,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,14-15,2,Input originating centre,(see Common Code table C-11 and Note 2),81,CCT-11,,Operational,Original
grib2/4/90/16,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,16,1,Type of post-processing,(see Note 3),126,,,Operational,Original
grib2/4/90/17,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,17,1,Type of generating process,(see Code table 4.3),,4.3,,Operational,Original
grib2/4/90/18,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,18,1,Background generating process identifier (defined by originating centre),,,,,Operational,Original
grib2/4/90/19,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,19,1,Forecast generating process identifier (defined by originating centre),,,,,Operational,Original
grib2/4/90/20-21,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,20-21,2,Hours after reference time of data cut-off,(see Note 4),33,,,Operational,Original
grib2/4/90/22,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,22,1,Minutes after reference time for data cut-off,,,,,Operational,Original
grib2/4/90/23,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,23,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/90/24-27,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,24-27,4,Forecast time in units defined by previous octet,(see Note 5),111,,,Operational,Original
grib2/4/90/28,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,28,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational,Original
grib2/4/90/29,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,29,1,Scale factor of first fixed surface,,,,,Operational,Original
grib2/4/90/30-33,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,30-33,4,Scaled value of first fixed surface,,,,,Operational,Original
grib2/4/90/34,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,34,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational,Original
grib2/4/90/35,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,35,1,Scale factor of second fixed surface,,,,,Operational,Original
grib2/4/90/36-39,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,36-39,4,Scaled value of second fixed surface,,,,,Operational,Original
grib2/4/90/40-41,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,40-41,2, Total number of quantiles (q),,,,,Operational ,Original
grib2/4/90/42-43,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,42-43,2, Quantile value (between 0 and q),,,,,Operational,Original
grib2/4/90/44-45,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,44-45,2,Year of end of overall time interval,,,,,Operational,Original
grib2/4/90/46,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,46,1,Month of end of overall time interval,,,,,Operational,Original
grib2/4/90/47,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,47,1,Day of end of overall time interval,,,,,Operational,Original
grib2/4/90/48,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,48,1,Hour of end of overall time interval,,,,,Operational,Original
grib2/4/90/49,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,49,1,Minute of end of overall time interval,,,,,Operational,Original
grib2/4/90/50,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,50,1,Second of end of overall time interval,,,,,Operational,Original
grib2/4/90/51,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,51,1,n - number of time range specifications describing the time intervals used to calculate the statistically processed field,,,,,Operational,Original
grib2/4/90/52-55,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,52-55,4,Total number of data values missing in the statistical process,,,,,Operational,Original
grib2/4/90//1,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,,,56-67 Specification of the outermost (or only) time range over which statistical processing is done,,,,,Operational,Original
grib2/4/90/56,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,56,1,Statistical process used to calculate the processed field from the field at each time increment during the time range,(see Code table 4.10),,4.10,,Operational,Original
grib2/4/90/57,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,57,1,Type of time increment between successive fields used in the statistical processing,(see Code table 4.11),,4.11,,Operational,Original
grib2/4/90/58,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,58,1,Indicator of unit of time for time range over which statistical processing is done,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/90/59-62,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,59-62,4,Length of the time range over which statistical processing is done in units defined by the previous octet,,,,,Operational,Original
grib2/4/90/63,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,63,1,Indicator of unit of time for the increment between the successive fields used,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/90/64-67,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,64-67,4,Time increment between successive fields in units defined by the previous octet,(see Note 6),7,,,Operational,Original
grib2/4/90//2,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,,,"68-nn   These octets are included only if n > 1, where nn = 55 + 12 x n",,,,,Operational,Original
grib2/4/90/68-79,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,68-79,12,"As octets 56-67, next innermost step of processing",,,,,Operational,Original
grib2/4/90/80-nn,post-processed quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,80-nn,,"Additional time range specifications, included in accordance with the value of n. Contents as octets 56 to 67, repeated as necessary.",,,,,Operational,Original
