ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/91/10,categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,10,1,Parameter category,(see Code table 4.1),,4.1,,Operational,Original
grib2/4/91/11,categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,11,1,Parameter number,(see Code table 4.2),,4.2,,Operational,Original
grib2/4/91/12,categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,12,1,Type of generating process,(see Code table 4.3),,4.3,,Operational,Original
grib2/4/91/13,categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,13,1,Background generating process identifier (defined by originating centre),,,,,Operational,Original
grib2/4/91/14,categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,14,1,Forecast generating process identifier (defined by originating centre),,,,,Operational,Original
grib2/4/91/15-16,categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,15-16,2,Hours after reference time of data cut-off,(see Note 1),33,,,Operational,Original
grib2/4/91/17,categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,17,1,Minutes after reference time of data cut-off,,,,,Operational,Original
grib2/4/91/18,categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,18,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/91/19-22,categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,19-22,4,Forecast time in units defined by octet 18,(see Note 2),111,,,Operational,Original
grib2/4/91/23,categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,23,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational,Original
grib2/4/91/24,categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,24,1,Scale factor of first fixed surface,,,,,Operational,Original
grib2/4/91/25-28,categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,25-28,4,Scaled value of first fixed surface,,,,,Operational,Original
grib2/4/91/29,categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,29,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational,Original
grib2/4/91/30,categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,30,1,Scale factor of second fixed surface,,,,,Operational,Original
grib2/4/91/31-34,categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,31-34,4,Scaled value of second fixed surface,,,,,Operational,Original
grib2/4/91/35,categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,35,1,NC - number of categories,,,,,Operational,Original
grib2/4/91//1,categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,,,"36-   Repeat the following 12 octets for each category (i = 1,NC)",,,,,Operational,Original
grib2/4/91/(36+12(i-1)),categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,(36+12(i-1)),,Code figure,,,,,Operational,Original
grib2/4/91/(37+12(i-1)),categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,(37+12(i-1)),,Type of interval for first and second limits,(see Code table 4.91),,4.91,,Operational,Original
grib2/4/91/(38+12(i-1)),categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,(38+12(i-1)),,Scale factor of first limit,,,,,Operational,Original
grib2/4/91/(39+12(i-1))-(42+12(i-1)),categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,(39+12(i-1))-(42+12(i-1)),,Scaled value of first limit,,,,,Operational,Original
grib2/4/91/(43+12(i-1)),categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,(43+12(i-1)),,Scale factor of second limit,,,,,Operational,Original
grib2/4/91/(44+12(i-1))-(47+12(i-1)),categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,(44+12(i-1))-(47+12(i-1)),,Scaled value of second limit,,,,,Operational,Original
grib2/4/91/(48+12(NC-1))-(49+12(NC-1)),categorical forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,(48+12(NC-1))-(49+12(NC-1)),,Year of end of overall time interval,,,,,Operational,Original
