ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/126/10,"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",10,1,Parameter category (see Code table 4.1),,,4.1,,Operational,PDF
grib2/4/126/11,"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",11,1,Parameter number (see Code table 4.2),,,4.2,,Operational,PDF
grib2/4/126/12-13,"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",12-13,2,Atmospheric chemical constituent type (see Code table 4.230),,,4.230,,Operational,PDF
grib2/4/126/14,"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",14,1,Source or sink (see Code table 4.238),,,4.238,,Operational,PDF
grib2/4/126/15-16,"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",15-16,2,Transport model used,(See Code table 4.333),,4.333,,Operational,PDF
grib2/4/126/17-18,"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",17-18,2,Requested by entity,(see Common Code table  C-11),,c-11,,Operational,PDF
grib2/4/126/19-20,"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",19-20,2,Scenario origin,(See Code table 4.335),,4.335,,Operational,PDF
grib2/4/126/21-22,"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",21-22,2,NWP used,(See Code table 4.336),,4.336,,Operational,PDF
grib2/4/126/23-24,"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",23-24,2,Release start year,,,,,Operational,PDF
grib2/4/126/25,"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",25,1,Release start month,,,,,Operational,PDF
grib2/4/126/26,"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",26,1,Release start day,,,,,Operational,PDF
grib2/4/126/27,"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",27,1,Release start hour,,,,,Operational,PDF
grib2/4/126/28,"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",28,1,Release start minute,,,,,Operational,PDF
grib2/4/126/29,"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",29,1,Release start second,,,,,Operational,PDF
grib2/4/126/30-31,"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",30-31,2,Wall clock initial time of execution (year),,,,,Operational,PDF
grib2/4/126/32,"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",32,1,Wall clock initial time of execution (month),,,,,Operational,PDF
grib2/4/126/33,"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",33,1,Wall clock initial time of execution (day),,,,,Operational,PDF
grib2/4/126/34,"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",34,1,Wall clock initial time of execution (hour),,,,,Operational,PDF
grib2/4/126/35,"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",35,1,Wall clock initial time of execution (minute),,,,,Operational,PDF
grib2/4/126/36,"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",36,1,Wall clock initial time of execution (second),,,,,Operational,PDF
grib2/4/126/37,"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",37,1,Type of generating process (see Code table 4.3),,,4.3,,Operational,PDF
grib2/4/126/38,"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",38,1,Background generating process identifier (defined by originating centre),,,,,Operational,PDF
grib2/4/126/39,"Average, accumulation, or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",39,1,Analysis or forecast generating process identifier (defined by originating centre),,,,,Operational,PDF
