ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/70/10,post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,10,1,Parameter category,(see Code table 4.1),,4.1,,Operational,na
grib2/4/70/11,post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,11,1,Parameter number,(see Code table 4.2),,4.2,,Operational,na
grib2/4/70/12-13,post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,12-13,2,Input process identifier,(see Note 1),82,,,Operational,na
grib2/4/70/14-15,post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,14-15,2,Input originating centre,(see Common Code table C-11 and Note 2),81,CCT-11,,Operational,na
grib2/4/70/16,post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,16,1,Type of post-processing,(see Note 3),126,,,Operational,na
grib2/4/70/17,post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,17,1,Type of generating process,(see Code table 4.3),,4.3,,Operational,na
grib2/4/70/18,post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,18,1,Background generating process identifier (defined by originating centre),,,,,Operational,na
grib2/4/70/19,post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,19,1,Analysis or forecast generating process identifier (defined by originating centre),,,,,Operational,na
grib2/4/70/20-21,post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,20-21,2,Hours of observational data cut-off after reference time,(see Note 4),33,,,Operational,na
grib2/4/70/22,post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,22,1,Minutes of observational data cut-off after reference time,,,,,Operational,na
grib2/4/70/23,post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,23,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational,na
grib2/4/70/24-27,post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,24-27,4,Forecast time in units defined by octet 23,,,,,Operational,na
grib2/4/70/28,post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,28,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational,na
grib2/4/70/29,post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,29,1,Scale factor of first fixed surface,,,,,Operational,na
grib2/4/70/30-33,post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,30-33,4,Scaled value of first fixed surface,,,,,Operational,na
grib2/4/70/34,post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,34,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational,na
grib2/4/70/35,post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,35,1,Scale factor of second fixed surface,,,,,Operational,na
grib2/4/70/36-39,post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,36-39,4,Scaled value of second fixed surface,,,,,Operational,na
