ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/33/10,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data",10,1,Parameter category,(see Code table 4.1),,4.1,,Operational,Original
grib2/4/33/11,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data",11,1,Parameter number,(see Code table 4.2),,4.2,,Operational,Original
grib2/4/33/12,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data",12,1,Type of generating process,(see Code table 4.3),,4.3,,Operational,Original
grib2/4/33/13,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data",13,1,Background generating process identifier (defined by originating centre),,,,,Operational,Original
grib2/4/33/14,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data",14,1,Analysis or forecast generating process identifier,,,,,Operational,Original
grib2/4/33/15-16,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data",15-16,2,Hours of observational data cut-off after reference time,(see Note),33,,,Operational,Original
grib2/4/33/17,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data",17,1,Minutes of observational data cut-off after reference time,,,,,Operational,Original
grib2/4/33/18,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data",18,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/33/19-22,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data",19-22,4,Forecast time in units defined by octet 18,,,,,Operational,Original
grib2/4/33/23,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data",23,1,Number of contributing spectral bands (NB),,,,,Operational,Original
grib2/4/33//1,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data",,,"24-   Repeat the following 11 octets for each contributing band (nb = 1, NB)",,,,,Operational,Original
grib2/4/33/(24+11(nb-1))-(25+11(nb-1)),"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data",(24+11(nb-1))-(25+11(nb-1)),,Satellite series of band nb (code table defined by originating/generating centre),,,,,Operational,Original
grib2/4/33/(26+11(nb-1))-(27+11(nb-1)),"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data",(26+11(nb-1))-(27+11(nb-1)),,Satellite number of band nb (code table defined by originating/generating centre),,,,,Operational,Original
grib2/4/33/(28+11(nb-1))-(29+11(nb-1)),"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data",(28+11(nb-1))-(29+11(nb-1)),,Instrument types of band nb (code table defined by originating/generating centre),,,,,Operational,Original
grib2/4/33/(30+11(nb-1)),"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data",(30+11(nb-1)),,Scale factor of central wave number of band nb,,,,,Operational,Original
grib2/4/33/(31+11(nb-1))-(34+11(nb-1)),"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data",(31+11(nb-1))-(34+11(nb-1)),,Scaled value of central wave number of band nb (units: m-1),,,,,Operational,Original
grib2/4/33/(24+11NB),"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data",(24+11NB),,Type of ensemble forecast,(see Code table 4.6),,4.6,,Operational,Original
grib2/4/33/(24+11NB+1),"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data",(24+11NB+1),,Perturbation number,,,,,Operational,Original
grib2/4/33/(24+11NB+2),"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data",(24+11NB+2),,Number of forecasts in ensemble,,,,,Operational,Original
