ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/45/10,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for aerosol",10,1,Parameter category,(see Code table 4.1),,4.1,,Operational,Original
grib2/4/45/11,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for aerosol",11,1,Parameter number,(see Code table 4.2),,4.2,,Operational,Original
grib2/4/45/12-13,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for aerosol",12-13,2,Aerosol type,(see Code table 4.233),,4.233,,Operational,Original
grib2/4/45/14,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for aerosol",14,1,Type of interval for first and second sizes,(see Code table 4.91),,4.91,,Operational,Original
grib2/4/45/15,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for aerosol",15,1,Scale factor of first size,,,,,Operational,Original
grib2/4/45/16-19,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for aerosol",16-19,4,Scaled value of first size in metres,,,,,Operational,Original
grib2/4/45/20,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for aerosol",20,1,Scale factor of second size,,,,,Operational,Original
grib2/4/45/21-24,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for aerosol",21-24,4,Scaled value of second size in metres,,,,,Operational,Original
grib2/4/45/25,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for aerosol",25,1,Type of generating process,(see Code table 4.3),,4.3,,Operational,Original
grib2/4/45/26,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for aerosol",26,1,Background generating process identifier (defined by originating centre),,,,,Operational,Original
grib2/4/45/27,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for aerosol",27,1,Forecast generating process identifier (defined by originating centre),,,,,Operational,Original
grib2/4/45/28-29,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for aerosol",28-29,2,Hours after reference time of data cut-off,(see Note),33,,,Operational,Original
grib2/4/45/30,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for aerosol",30,1,Minutes after reference time of data cut-off,,,,,Operational,Original
grib2/4/45/31,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for aerosol",31,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/45/32-35,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for aerosol",32-35,4,Forecast time in units defined by octet 31,,,,,Operational,Original
grib2/4/45/36,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for aerosol",36,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational,Original
grib2/4/45/37,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for aerosol",37,1,Scale factor of first fixed surface,,,,,Operational,Original
grib2/4/45/38-41,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for aerosol",38-41,4,Scaled value of first fixed surface,,,,,Operational,Original
grib2/4/45/42,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for aerosol",42,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational,Original
grib2/4/45/43,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for aerosol",43,1,Scale factor of second fixed surface,,,,,Operational,Original
grib2/4/45/44-47,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for aerosol",44-47,4,Scaled value of second fixed surface,,,,,Operational,Original
grib2/4/45/48,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for aerosol",48,1,Type of ensemble forecast,(see Code table 4.6),,4.6,,Operational,Original
grib2/4/45/49,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for aerosol",49,1,Perturbation number,,,,,Operational,Original
grib2/4/45/50,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for aerosol",50,1,Number of forecasts in ensemble,,,,,Operational,Original
