ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/127/10,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",10,1,Parameter category,(see Code table 4.1),,4.1,,Operational,Original
grib2/4/127/11,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",11,1,Parameter number,(see Code table 4.2),,4.2,,Operational,Original
grib2/4/127/12-13,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",12-13,2,Atmospheric chemical constituent type,(see Code table 4.230),,4.230,,Operational,Original
grib2/4/127/14,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",14,1,Source or sink,(see Code table 4.238),,4.238,,Operational,Original
grib2/4/127/15-16,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",15-16,2,Transport model used,(See Code table 4.333),,4.333,,Operational,Original
grib2/4/127/17-18,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",17-18,2,Requested by entity,(see Common Code table  C-11),,c-11,,Operational,Original
grib2/4/127/19-20,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",19-20,2,Scenario origin,(See Code table 4.335),,4.335,,Operational,Original
grib2/4/127/21-22,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",21-22,2,NWP used,(See Code table 4.336),,4.336,,Operational,Original
grib2/4/127/23-24,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",23-24,2,Release start year,,,,,Operational,Original
grib2/4/127/25,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",25,1,Release start month,,,,,Operational,Original
grib2/4/127/26,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",26,1,Release start day,,,,,Operational,Original
grib2/4/127/27,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",27,1,Release start hour,,,,,Operational,Original
grib2/4/127/28,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",28,1,Release start minute,,,,,Operational,Original
grib2/4/127/29,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",29,1,Release start second,,,,,Operational,Original
grib2/4/127/30-31,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",30-31,2,Wall clock initial time of execution (year),,,,,Operational,Original
grib2/4/127/32,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",32,1,Wall clock initial time of execution (month),,,,,Operational,Original
grib2/4/127/33,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",33,1,Wall clock initial time of execution (day),,,,,Operational,Original
grib2/4/127/34,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",34,1,Wall clock initial time of execution (hour),,,,,Operational,Original
grib2/4/127/35,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",35,1,Wall clock initial time of execution (minute),,,,,Operational,Original
grib2/4/127/36,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",36,1,Wall clock initial time of execution (second),,,,,Operational,Original
grib2/4/127/37,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",37,1,Type of generating process,(see Code table 4.3),,4.3,,Operational,Original
grib2/4/127/38,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",38,1,Background generating process identifier (defined by originating centre),,,,,Operational,Original
grib2/4/127/39,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",39,1,Analysis or forecast generating process identifier (defined by originating centre),,,,,Operational,Original
grib2/4/127/40-41,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",40-41,2,Hours after reference time of data cut-off,(see Note 1),33,,,Operational,Original
grib2/4/127/42,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",42,1,Minutes after reference time of data cut-off,,,,,Operational,Original
grib2/4/127/43,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",43,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/127/44-47,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",44-47,4,Forecast time in units defined by octet 43,,,,,Operational,Original
grib2/4/127/48,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",48,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational,Original
grib2/4/127/49,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",49,1,Scale factor of first fixed surface,,,,,Operational,Original
grib2/4/127/50-53,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for radionuclides",50-53,4,Scaled value of first fixed surface,,,,,Operational,Original
