ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/143/10,"Random fields used in an ensemble forecast, at a horizontal level or in a horizontal layer at a point in time",10,1,Parameter category,(see Code table 4.1),,4.1,,Operational,na
grib2/4/143/11,"Random fields used in an ensemble forecast, at a horizontal level or in a horizontal layer at a point in time",11,1,Parameter number,(see Code table 4.2),,4.2,,Operational,na
grib2/4/143/12,"Random fields used in an ensemble forecast, at a horizontal level or in a horizontal layer at a point in time",12,1,Type of generating process,(see Code table 4.3),,4.3,,Operational,na
grib2/4/143/13,"Random fields used in an ensemble forecast, at a horizontal level or in a horizontal layer at a point in time",13,1,Background generating process identifier (defined by originating centre),,,,,Operational,na
grib2/4/143/14,"Random fields used in an ensemble forecast, at a horizontal level or in a horizontal layer at a point in time",14,1,Forecast generating process identifier (defined by originating centre),,,,,Operational,na
grib2/4/143/15-16,"Random fields used in an ensemble forecast, at a horizontal level or in a horizontal layer at a point in time",15-16,2,Hours after reference time of data cut-off,(see Note),33,,,Operational,na
grib2/4/143/17,"Random fields used in an ensemble forecast, at a horizontal level or in a horizontal layer at a point in time",17,1,Minutes after reference time of data cut-off,,,,,Operational,na
grib2/4/143/18,"Random fields used in an ensemble forecast, at a horizontal level or in a horizontal layer at a point in time",18,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational,na
grib2/4/143/19-22,"Random fields used in an ensemble forecast, at a horizontal level or in a horizontal layer at a point in time",19-22,4,Forecast time in units defined by octet 18,,,,,Operational,na
grib2/4/143/23-24,"Random fields used in an ensemble forecast, at a horizontal level or in a horizontal layer at a point in time",23-24,2,Random field number,,,,,Operational,na
grib2/4/143/25-26,"Random fields used in an ensemble forecast, at a horizontal level or in a horizontal layer at a point in time",25-26,2,Total number of random fields,,,,,Operational,na
grib2/4/143/27-28,"Random fields used in an ensemble forecast, at a horizontal level or in a horizontal layer at a point in time",27-28,2,Spatio-temporal scale number,,,,,Operational,na
grib2/4/143/29-30,"Random fields used in an ensemble forecast, at a horizontal level or in a horizontal layer at a point in time",29-30,2,Total number of spatio-temporal scales,,,,,Operational,na
grib2/4/143/31-34,"Random fields used in an ensemble forecast, at a horizontal level or in a horizontal layer at a point in time",31-34,4,Scaled value of spatial scale,,,,,Operational,na
grib2/4/143/35,"Random fields used in an ensemble forecast, at a horizontal level or in a horizontal layer at a point in time",35,1,Scale factor of spatial scale,,,,,Operational,na
grib2/4/143/36-39,"Random fields used in an ensemble forecast, at a horizontal level or in a horizontal layer at a point in time",36-39,4,Scaled value of temporal scale,,,,,Operational,na
grib2/4/143/40,"Random fields used in an ensemble forecast, at a horizontal level or in a horizontal layer at a point in time",40,1,Scale factor of temporal scale,,,,,Operational,na
grib2/4/143/41,"Random fields used in an ensemble forecast, at a horizontal level or in a horizontal layer at a point in time",41,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational,na
grib2/4/143/42,"Random fields used in an ensemble forecast, at a horizontal level or in a horizontal layer at a point in time",42,1,Scale factor of first fixed surface,,,,,Operational,na
grib2/4/143/43-46,"Random fields used in an ensemble forecast, at a horizontal level or in a horizontal layer at a point in time",43-46,4,Scaled value of first fixed surface,,,,,Operational,na
grib2/4/143/47,"Random fields used in an ensemble forecast, at a horizontal level or in a horizontal layer at a point in time",47,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational,na
grib2/4/143/48,"Random fields used in an ensemble forecast, at a horizontal level or in a horizontal layer at a point in time",48,1,Scale factor of second fixed surface,,,,,Operational,na
grib2/4/143/49-52,"Random fields used in an ensemble forecast, at a horizontal level or in a horizontal layer at a point in time",49-52,4,Scaled value of second fixed surface,,,,,Operational,na
grib2/4/143/53,"Random fields used in an ensemble forecast, at a horizontal level or in a horizontal layer at a point in time",53,1,Type of ensemble forecast,(see Code table 4.6),,4.6,,Operational,na
grib2/4/143/54-57,"Random fields used in an ensemble forecast, at a horizontal level or in a horizontal layer at a point in time",54-57,4,Perturbation number,,,,,Operational,na
grib2/4/143/58-61,"Random fields used in an ensemble forecast, at a horizontal level or in a horizontal layer at a point in time",58-61,4,Number of forecasts in ensemble,,,,,Operational,na
