ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/145/10,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range",10,1,Parameter category,(see Code table 4.1),,4.1,,Operational,PDF
grib2/4/145/11,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range",11,1,Parameter number,(see Code table 4.2),,4.2,,Operational,PDF
grib2/4/145/12,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range",12,1,Type of wave period interval,(see Code table 4.91),,4.91,,Operational,PDF
grib2/4/145/13,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range",13,1,Scale factor of lower wave period limit,,,,,Operational,PDF
grib2/4/145/14-17,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range",14-17,4,Scaled value of lower wave period limit,(see Note 1),163,,,Operational,PDF
grib2/4/145/18,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range",18,1,Scale factor of upper wave period limit,,,,,Operational,PDF
grib2/4/145/19-22,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range",19-22,4,Scaled value of upper wave period limit,(see Note 1),163,,,Operational,PDF
grib2/4/145/23,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range",23,1,Type of generating process,(see Code table 4.3),,4.3,,Operational,PDF
grib2/4/145/24,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range",24,1,Background generating process identifier (defined by originating centre),,,,,Operational,PDF
grib2/4/145/25,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range",25,1,Analysis or forecast generating process identifier (defined by originating centre),,,,,Operational,PDF
grib2/4/145/26-27,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range",26-27,2,Hours of observational data cut-off after reference time,(see Note 2),33,,,Operational,PDF
grib2/4/145/28,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range",28,1,Minutes of observational data cut-off after reference time,,,,,Operational,PDF
grib2/4/145/29,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range",29,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational,PDF
grib2/4/145/30-33,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range",30-33,4,Forecast time in units defined by previous octet,,,,,Operational,PDF
grib2/4/145/34,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range",34,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational,PDF
grib2/4/145/35,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range",35,1,Scale factor of first fixed surface,,,,,Operational,PDF
grib2/4/145/36-39,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range",36-39,4,Scaled value of first fixed surface,,,,,Operational,PDF
grib2/4/145/40,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range",40,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational,PDF
