ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/141/10,Reforecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with explicit list of frequencies and directions,10,1,Parameter category,(see Code table 4.1),,4.1,,Operational,Original
grib2/4/141/11,Reforecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with explicit list of frequencies and directions,11,1,Parameter number,(see Code table 4.2),,4.2,,Operational,Original
grib2/4/141/12-13,Reforecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with explicit list of frequencies and directions,12-13,2,Wave direction number,,,,,Operational,Original
grib2/4/141/14-15,Reforecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with explicit list of frequencies and directions,14-15,2,Number of wave directions (ND),,,,,Operational,Original
grib2/4/141/16-17,Reforecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with explicit list of frequencies and directions,16-17,2,Wave frequency number,,,,,Operational,Original
grib2/4/141/18-19,Reforecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with explicit list of frequencies and directions,18-19,2,Number of wave frequencies (NF),,,,,Operational,Original
grib2/4/141/20,Reforecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with explicit list of frequencies and directions,20,1,Type of generating process,(see Code table 4.3),,4.3,,Operational,Original
grib2/4/141/21,Reforecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with explicit list of frequencies and directions,21,1,Background generating process identifier (defined by originating centre),,,,,Operational,Original
grib2/4/141/22,Reforecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with explicit list of frequencies and directions,22,1,Analysis or forecast generating process identifier (defined by originating centre),,,,,Operational,Original
grib2/4/141/23-24,Reforecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with explicit list of frequencies and directions,23-24,2,Hours of observational data cut-off after reference time,(see Note 1),33,,,Operational,Original
grib2/4/141/25,Reforecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with explicit list of frequencies and directions,25,1,Minutes of observational data cut-off after reference time,,,,,Operational,Original
grib2/4/141/26,Reforecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with explicit list of frequencies and directions,26,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/141/27-30,Reforecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with explicit list of frequencies and directions,27-30,4,Forecast time in units defined by previous octet,,,,,Operational,Original
grib2/4/141/31-32,Reforecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with explicit list of frequencies and directions,31-32,2,Year of model version date,,,,,Operational,Original
grib2/4/141/33,Reforecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with explicit list of frequencies and directions,33,1,Month of model version date,,,,,Operational,Original
grib2/4/141/34,Reforecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with explicit list of frequencies and directions,34,1,Day of model version date,,,,,Operational,Original
grib2/4/141/35,Reforecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with explicit list of frequencies and directions,35,1,Hour of model version date,,,,,Operational,Original
grib2/4/141/36,Reforecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with explicit list of frequencies and directions,36,1,Minute of model version date,,,,,Operational,Original
grib2/4/141/37,Reforecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with explicit list of frequencies and directions,37,1,Second of model version date,,,,,Operational,Original
grib2/4/141/38,Reforecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with explicit list of frequencies and directions,38,1,Scale factor of wave directions,,,,,Operational,Original
grib2/4/141//1,Reforecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with explicit list of frequencies and directions,,,The following entry of 4 octets is repeated ND times. (ND is defined in octets 14-15),,,,,Operational,Original
grib2/4/141/(39 + (ND-1)*4) - (42 + (ND-1)*4),Reforecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with explicit list of frequencies and directions,(39 + (ND-1)*4) - (42 + (ND-1)*4),4,Scaled values of wave directions,,,,,Operational,Original
grib2/4/141/43 + (ND-1)*4,Reforecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with explicit list of frequencies and directions,43 + (ND-1)*4,1,Scale factor of wave frequencies,(see Note 2),162,,,Operational,Original
grib2/4/141//2,Reforecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with explicit list of frequencies and directions,,,The following entry of 4 octets is repeated NF times. (NF is defined in octets 18-19),,,,,Operational,Original
grib2/4/141/(44 + (ND-1)*4 + (NF-1)*4) - (47 + (ND-1)*4 + (NF-1)*4),Reforecast at a horizontal level or in a horizontal layer at a point in time for wave 2D spectra with explicit list of frequencies and directions,(44 + (ND-1)*4 + (NF-1)*4) - (47 + (ND-1)*4 + (NF-1)*4),4,Scaled values of wave frequencies,(see Note 3),161,,,Operational,Original
