ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/41/10,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents",10,1,Parameter category,(see Code table 4.1),,4.1,,Operational,PDF
grib2/4/41/11,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents",11,1,Parameter number,(see Code table 4.2),,4.2,,Operational,PDF
grib2/4/41/12-13,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents",12-13,2,Atmospheric chemical constituent type,(see Code table 4.230),,4.230,,Operational,PDF
grib2/4/41/14,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents",14,1,Type of generating process,(see Code table 4.3),,4.3,,Operational,PDF
grib2/4/41/15,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents",15,1,Background generating process identifier (defined by originating centre),,,,,Operational,PDF
grib2/4/41/16,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents",16,1,Forecast generating process identifier (defined by originating centre),,,,,Operational,PDF
grib2/4/41/17-18,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents",17-18,2,Hours after reference time of data cut-off,(see Note),33,,,Operational,PDF
grib2/4/41/19,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents",19,1,Minutes after reference time of data cut-off,,,,,Operational,PDF
grib2/4/41/20,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents",20,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational,PDF
grib2/4/41/21-24,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents",21-24,4,Forecast time in units defined by octet 20,,,,,Operational,PDF
grib2/4/41/25,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents",25,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational,PDF
grib2/4/41/26,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents",26,1,Scale factor of first fixed surface,,,,,Operational,PDF
grib2/4/41/27-30,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents",27-30,4,Scaled value of first fixed surface,,,,,Operational,PDF
grib2/4/41/31,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents",31,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational,PDF
grib2/4/41/32,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents",32,1,Scale factor of second fixed surface,,,,,Operational,PDF
grib2/4/41/33-36,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents",33-36,4,Scaled value of second fixed surface,,,,,Operational,PDF
grib2/4/41/37,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents",37,1,Type of ensemble forecast,(see Code table 4.6),,4.6,,Operational,PDF
grib2/4/41/38,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents",38,1,Perturbation number,,,,,Operational,PDF
grib2/4/41/39,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents",39,1,Number of forecasts in ensemble,,,,,Operational,PDF
