ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/11/10,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",10,1,Parameter category,(see Code table 4.1),,4.1,,Operational,na
grib2/4/11/11,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",11,1,Parameter number,(see Code table 4.2),,4.2,,Operational,na
grib2/4/11/12,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",12,1,Type of generating process,(see Code table 4.3),,4.3,,Operational,na
grib2/4/11/13,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",13,1,Background generating process identifier (defined by originating centre),,,,,Operational,na
grib2/4/11/14,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",14,1,Forecast generating process identifier (defined by originating centre),,,,,Operational,na
grib2/4/11/15-16,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",15-16,2,Hours after reference time of data cut-off,(see Note 1),33,,,Operational,na
grib2/4/11/17,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",17,1,Minutes after reference time of data cut-off,,,,,Operational,na
grib2/4/11/18,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",18,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational,na
grib2/4/11/19-22,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",19-22,4,Forecast time in units defined by octet 18,(see Note 2),111,,,Operational,na
grib2/4/11/23,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",23,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational,na
grib2/4/11/24,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",24,1,Scale factor of first fixed surface,,,,,Operational,na
grib2/4/11/25-28,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",25-28,4,Scaled value of first fixed surface,,,,,Operational,na
grib2/4/11/29,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",29,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational,na
grib2/4/11/30,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",30,1,Scale factor of second fixed surface,,,,,Operational,na
grib2/4/11/31-34,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",31-34,4,Scaled value of second fixed surface,,,,,Operational,na
grib2/4/11/35,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",35,1,Type of ensemble forecast,(see Code table 4.6),,4.6,,Operational,na
grib2/4/11/36,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",36,1,Perturbation number,,,,,Operational,na
grib2/4/11/37,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",37,1,Number of forecasts in ensemble,,,,,Operational,na
grib2/4/11/38-39,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",38-39,2,Year of end of overall time interval,,,,,Operational,na
grib2/4/11/40,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",40,1,Month of end of overall time interval,,,,,Operational,na
grib2/4/11/41,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",41,1,Day of end of overall time interval,,,,,Operational,na
grib2/4/11/42,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",42,1,Hour of end of overall time interval,,,,,Operational,na
grib2/4/11/43,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",43,1,Minute of end of overall time interval,,,,,Operational,na
