ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/87/10,quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,10,1,Parameter category,(see Code table 4.1),,4.1,,Operational,Original
grib2/4/87/11,quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,11,1,Parameter number,(see Code table 4.2),,4.2,,Operational,Original
grib2/4/87/12,quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,12,1,Type of generating process,(see Code table 4.3),,4.3,,Operational,Original
grib2/4/87/13,quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,13,1,Background generating process identifier (defined by originating centre),,,,,Operational,Original
grib2/4/87/14,quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,14,1,Forecast generating process identifier (defined by originating centre),,,,,Operational,Original
grib2/4/87/15-16,quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,15-16,2,Hours after reference time of data cut-off,(see Note 1),33,,,Operational,Original
grib2/4/87/17,quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,17,1,Minutes after reference time for data cut-off,,,,,Operational,Original
grib2/4/87/18,quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,18,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/87/19-22,quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,19-22,4,Forecast time in units defined by previous octet,(see Note 2),111,,,Operational,Original
grib2/4/87/23,quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,23,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational,Original
grib2/4/87/24,quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,24,1,Scale factor of first fixed surface,,,,,Operational,Original
grib2/4/87/25-28,quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,25-28,4,Scaled value of first fixed surface,,,,,Operational,Original
grib2/4/87/29,quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,29,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational,Original
grib2/4/87/30,quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,30,1,Scale factor of second fixed surface,,,,,Operational,Original
grib2/4/87/31-34,quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,31-34,4,Scaled value of second fixed surface,,,,,Operational,Original
grib2/4/87/35-36,quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,35-36,2, Total number of quantiles q,,,,,Operational ,Original
grib2/4/87/37-38,quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,37-38,2, Quantile value (between 0 and q),,,,,Operational,Original
grib2/4/87/39-40,quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,39-40,2,Year of end of overall time interval,,,,,Operational,Original
grib2/4/87/41,quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,41,1,Month of end of overall time interval,,,,,Operational,Original
grib2/4/87/42,quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,42,1,Day of end of overall time interval,,,,,Operational,Original
grib2/4/87/43,quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,43,1,Hour of end of overall time interval,,,,,Operational,Original
grib2/4/87/44,quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,44,1,Minute of end of overall time interval,,,,,Operational,Original
grib2/4/87/45,quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,45,1,Second of end of overall time interval,,,,,Operational,Original
grib2/4/87/46,quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,46,1,n - number of time range specifications describing the time intervals used to calculate the statistically processed field,,,,,Operational,Original
grib2/4/87/47-50,quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,47-50,4,Total number of data values missing in the statistical process,,,,,Operational,Original
