ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/97/10,"Average, accumulation, extreme values or other statistically processed values of post-processing analysis or forecast at a horizontal level or in a horizontal layer at a local time",10,1,Parameter category,(see Code table 4.1),,4.1,,Operational,Original
grib2/4/97/11,"Average, accumulation, extreme values or other statistically processed values of post-processing analysis or forecast at a horizontal level or in a horizontal layer at a local time",11,1,Parameter number,(see Code table 4.2),,4.2,,Operational,Original
grib2/4/97/12-13,"Average, accumulation, extreme values or other statistically processed values of post-processing analysis or forecast at a horizontal level or in a horizontal layer at a local time",12-13,2,Input process identifier,(see Note 1),82,,,Operational,Original
grib2/4/97/14-15,"Average, accumulation, extreme values or other statistically processed values of post-processing analysis or forecast at a horizontal level or in a horizontal layer at a local time",14-15,2,Input originating centre,(see Note 2 and Common Code table C-11),81,CCT-11,,Operational,Original
grib2/4/97/16,"Average, accumulation, extreme values or other statistically processed values of post-processing analysis or forecast at a horizontal level or in a horizontal layer at a local time",16,1,Type of post-processing,(see Note 3),126,,,Operational,Original
grib2/4/97/17,"Average, accumulation, extreme values or other statistically processed values of post-processing analysis or forecast at a horizontal level or in a horizontal layer at a local time",17,1,Type of generating process,(see Code table 4.3),,4.3,,Operational,Original
grib2/4/97/18,"Average, accumulation, extreme values or other statistically processed values of post-processing analysis or forecast at a horizontal level or in a horizontal layer at a local time",18,1,Background generating process identifier (defined by originating centre),,,,,Operational,Original
grib2/4/97/19,"Average, accumulation, extreme values or other statistically processed values of post-processing analysis or forecast at a horizontal level or in a horizontal layer at a local time",19,1,Analysis or forecast generating process identifier (defined by originating centre),,,,,Operational,Original
grib2/4/97/20,"Average, accumulation, extreme values or other statistically processed values of post-processing analysis or forecast at a horizontal level or in a horizontal layer at a local time",20,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational,Original
grib2/4/97/21,"Average, accumulation, extreme values or other statistically processed values of post-processing analysis or forecast at a horizontal level or in a horizontal layer at a local time",21,1,Scale factor of first fixed surface,,,,,Operational,Original
grib2/4/97/22-25,"Average, accumulation, extreme values or other statistically processed values of post-processing analysis or forecast at a horizontal level or in a horizontal layer at a local time",22-25,4,Scaled value of first fixed surface,,,,,Operational,Original
grib2/4/97/26,"Average, accumulation, extreme values or other statistically processed values of post-processing analysis or forecast at a horizontal level or in a horizontal layer at a local time",26,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational,Original
grib2/4/97/27,"Average, accumulation, extreme values or other statistically processed values of post-processing analysis or forecast at a horizontal level or in a horizontal layer at a local time",27,1,Scale factor of second fixed surface,,,,,Operational,Original
grib2/4/97/28-31,"Average, accumulation, extreme values or other statistically processed values of post-processing analysis or forecast at a horizontal level or in a horizontal layer at a local time",28-31,4,Scaled value of second fixed surface,,,,,Operational,Original
grib2/4/97/32,"Average, accumulation, extreme values or other statistically processed values of post-processing analysis or forecast at a horizontal level or in a horizontal layer at a local time",32,1,Statistical process used to calculate the fields that will be used in the local time processing,(see Code table 4.10),,4.10,,Operational,Original
grib2/4/97/33,"Average, accumulation, extreme values or other statistically processed values of post-processing analysis or forecast at a horizontal level or in a horizontal layer at a local time",33,1,Indicator of unit of time range over which statistical processing is done,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/97/34-37,"Average, accumulation, extreme values or other statistically processed values of post-processing analysis or forecast at a horizontal level or in a horizontal layer at a local time",34-37,4,Length of the time range over which statistical processing is done in units defined by the previous octet,(see Note 4),140,,,Operational,Original
grib2/4/97/38,"Average, accumulation, extreme values or other statistically processed values of post-processing analysis or forecast at a horizontal level or in a horizontal layer at a local time",38,1,Number of statistically processed fields used in the local time composite field,(see Note 5),141,,,Operational,Original
grib2/4/97/39,"Average, accumulation, extreme values or other statistically processed values of post-processing analysis or forecast at a horizontal level or in a horizontal layer at a local time",39,1,Method used to derive the data field values at the local time specified in section 1,(see Code table 4.248),,4.248,,Operational,Original
grib2/4/97/40,"Average, accumulation, extreme values or other statistically processed values of post-processing analysis or forecast at a horizontal level or in a horizontal layer at a local time",40,1,n - number of analyses or forecasts used to create the composite data field at the local time specified in section 1 (n >= 1),(see Note 6),146,,,Operational,Original
grib2/4/97//1,"Average, accumulation, extreme values or other statistically processed values of post-processing analysis or forecast at a horizontal level or in a horizontal layer at a local time",,,Octets 41-58 Specification of the analysis or forecast used in the processing (n = 1),,,,,Operational,Original
grib2/4/97/41-42,"Average, accumulation, extreme values or other statistically processed values of post-processing analysis or forecast at a horizontal level or in a horizontal layer at a local time",41-42,2,Year of the analysis or forecast used in the processing,,,,,Operational,Original
grib2/4/97/43,"Average, accumulation, extreme values or other statistically processed values of post-processing analysis or forecast at a horizontal level or in a horizontal layer at a local time",43,1,Month of the analysis or forecast used in the processing,,,,,Operational,Original
grib2/4/97/44,"Average, accumulation, extreme values or other statistically processed values of post-processing analysis or forecast at a horizontal level or in a horizontal layer at a local time",44,1,Day of the analysis or forecast used in the processing,,,,,Operational,Original
grib2/4/97/45,"Average, accumulation, extreme values or other statistically processed values of post-processing analysis or forecast at a horizontal level or in a horizontal layer at a local time",45,1,Hour of the analysis or forecast used in the processing,,,,,Operational,Original
grib2/4/97/46,"Average, accumulation, extreme values or other statistically processed values of post-processing analysis or forecast at a horizontal level or in a horizontal layer at a local time",46,1,Minute of the analysis or forecast used in the processing,,,,,Operational,Original
grib2/4/97/47,"Average, accumulation, extreme values or other statistically processed values of post-processing analysis or forecast at a horizontal level or in a horizontal layer at a local time",47,1,Second of the analysis or forecast used in the processing,,,,,Operational,Original
grib2/4/97/48,"Average, accumulation, extreme values or other statistically processed values of post-processing analysis or forecast at a horizontal level or in a horizontal layer at a local time",48,1,Indicator of units of forecast time (set to missing if analysis),(see Code table 4.4),,4.4,,Operational,Original
grib2/4/97/49-52,"Average, accumulation, extreme values or other statistically processed values of post-processing analysis or forecast at a horizontal level or in a horizontal layer at a local time",49-52,4,Forecast time,(see Notes 7 and 9),"151,70",,,Operational,Original
grib2/4/97/53,"Average, accumulation, extreme values or other statistically processed values of post-processing analysis or forecast at a horizontal level or in a horizontal layer at a local time",53,1,Number of time increments of the forecast used in the processing,,,,,Operational,Original
grib2/4/97/54,"Average, accumulation, extreme values or other statistically processed values of post-processing analysis or forecast at a horizontal level or in a horizontal layer at a local time",54,1,Indicator of units of time for the time increments,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/97/55-58,"Average, accumulation, extreme values or other statistically processed values of post-processing analysis or forecast at a horizontal level or in a horizontal layer at a local time",55-58,4,Time increments between successive forecast times,(see Note 8),147,,,Operational,Original
grib2/4/97//2,"Average, accumulation, extreme values or other statistically processed values of post-processing analysis or forecast at a horizontal level or in a horizontal layer at a local time",,,Octets 59-nn are included only if n > 1 where nn = 40 + 18 x n,,,,,Operational,Original
grib2/4/97/59-nn,"Average, accumulation, extreme values or other statistically processed values of post-processing analysis or forecast at a horizontal level or in a horizontal layer at a local time",59-nn,,(n-1) repetitions of sequence of octets 41-58 describing the next analyses or forecasts used in the processing,,,,,Operational,Original
