ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translated_by
grib2/4/47/10,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",10,1,Parameter category,(see Code table 4.1),,4.1,,Operational,Original
grib2/4/47/11,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",11,1,Parameter number,(see Code table 4.2),,4.2,,Operational,Original
grib2/4/47/12,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",12,1,Type of generating process,(see Code table 4.3),,4.3,,Operational,Original
grib2/4/47/13-14,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",13-14,2,Aerosol type,(see Code table 4.233),,4.233,,Operational,Original
grib2/4/47/15,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",15,1,Type of interval for first and second sizes,(see Code table 4.91),,4.91,,Operational,Original
grib2/4/47/16,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",16,1,Scale factor of first size,,,,,Operational,Original
grib2/4/47/17-20,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",17-20,4,Scaled value of first size in metres,,,,,Operational,Original
grib2/4/47/21,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",21,1,Scale factor of second size,,,,,Operational,Original
grib2/4/47/22-25,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",22-25,4,Scaled value of second size in metres,,,,,Operational,Original
grib2/4/47/26,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",26,1,Background generating process identifier (defined by originating centre),,,,,Operational,Original
grib2/4/47/27,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",27,1,Forecast generating process identifier (defined by originating centre),,,,,Operational,Original
grib2/4/47/28-29,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",28-29,2,Hours after reference time of data cut-off,(see Note 1),33,,,Operational,Original
grib2/4/47/30,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",30,1,Minutes after reference time of data cut-off,,,,,Operational,Original
grib2/4/47/31,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",31,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/47/32-35,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",32-35,4,Forecast time in units defined by octet 31,(see Note 2),111,,,Operational,Original
grib2/4/47/36,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",36,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational,Original
grib2/4/47/37,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",37,1,Scale factor of first fixed surface,,,,,Operational,Original
grib2/4/47/38-41,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",38-41,4,Scaled value of first fixed surface,,,,,Operational,Original
grib2/4/47/42,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",42,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational,Original
grib2/4/47/43,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",43,1,Scale factor of second fixed surface,,,,,Operational,Original
grib2/4/47/44-47,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",44-47,4,Scaled value of second fixed surface,,,,,Operational,Original
grib2/4/47/48,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",48,1,Type of ensemble forecast,(see Code table 4.6),,4.6,,Operational,Original
grib2/4/47/49,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",49,1,Perturbation number,,,,,Operational,Original
grib2/4/47/50,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",50,1,Number of forecasts in ensemble,,,,,Operational,Original
grib2/4/47/51-52,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",51-52,2,Year of end of overall time interval,,,,,Operational,Original
grib2/4/47/53,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",53,1,Month of end of overall time interval,,,,,Operational,Original
grib2/4/47/54,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",54,1,Day of end of overall time interval,,,,,Operational,Original
grib2/4/47/55,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",55,1,Hour of end of overall time interval,,,,,Operational,Original
grib2/4/47/56,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",56,1,Minute of end of overall time interval,,,,,Operational,Original
grib2/4/47/57,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",57,1,Second of end of overall time interval,,,,,Operational,Original
grib2/4/47/58,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",58,1,n - number of time range specifications describing the time intervals used to calculate the statistically processed field,,,,,Operational,Original
grib2/4/47/59-62,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",59-62,4,Total number of data values missing in statistical process,,,,,Operational,Original
grib2/4/47//1,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",,,63-74   Specification of the outermost (or only) time range over which statistical processing is done,,,,,Operational,Original
grib2/4/47/63,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",63,1,Statistical process used to calculate the processed field from the field at each time increment during the time range,(see Code table 4.10),,4.10,,Operational,Original
grib2/4/47/64,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",64,1,Type of time increment between successive fields used in the statistical processing,(see Code table 4.11),,4.11,,Operational,Original
grib2/4/47/65,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",65,1,Indicator of unit of time for time range over which statistical processing is done,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/47/66-69,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",66-69,4,"Length of the time range over which statistical processing is done, in units defined by the previous octet",,,,,Operational,Original
grib2/4/47/70,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",70,1,Indicator of unit of time for the increment between the successive fields used,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/47/71-74,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",71-74,4,"Time increment between successive fields, in units defined by the previous octet",(see Notes 3 and 4),"7,107",,,Operational,Original
grib2/4/47//2,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",,,"75-nn   These octets are included only if n > 1, where nn = 62 + 12 x n",,,,,Operational,Original
grib2/4/47/75-86,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",75-86,12,"As octets 63 to 74, next innermost step of processing",,,,,Operational,Original
grib2/4/47/87-nn,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",87-nn,,"Additional time range specifications, included in accordance with the value of n. Contents as octets 63 to 74, repeated as necessary",,,,,Operational,Original
