ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/1/10,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",10,1,Parameter category,(see Code table 4.1),,4.1,,Operational,Original
grib2/4/1/11,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",11,1,Parameter number,(see Code table 4.2),,4.2,,Operational,Original
grib2/4/1/12,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",12,1,Type of generating process,(see Code table 4.3),,4.3,,Operational,Original
grib2/4/1/13,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",13,1,Background generating process identifier (defined by originating centre),,,,,Operational,Original
grib2/4/1/14,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",14,1,Forecast generating process identifier (defined by originating centre),,,,,Operational,Original
grib2/4/1/15-16,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",15-16,2,Hours after reference time of data cut-off,(see Note),33,,,Operational,Original
grib2/4/1/17,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",17,1,Minutes after reference time of data cut-off,,,,,Operational,Original
grib2/4/1/18,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",18,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/1/19-22,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",19-22,4,Forecast time in units defined by octet 18,,,,,Operational,Original
grib2/4/1/23,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",23,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational,Original
grib2/4/1/24,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",24,1,Scale factor of first fixed surface,,,,,Operational,Original
grib2/4/1/25-28,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",25-28,4,Scaled value of first fixed surface,,,,,Operational,Original
grib2/4/1/29,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",29,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational,Original
grib2/4/1/30,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",30,1,Scale factor of second fixed surface,,,,,Operational,Original
grib2/4/1/31-34,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",31-34,4,Scaled value of second fixed surface,,,,,Operational,Original
grib2/4/1/35,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",35,1,Type of ensemble forecast,(see Code table 4.6),,4.6,,Operational,Original
grib2/4/1/36,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",36,1,Perturbation number,,,,,Operational,Original
grib2/4/1/37,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",37,1,Number of forecasts in ensemble,,,,,Operational,Original
