ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/108/10,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for generic optical products,10,1,Parameter category,(see Code table 4.1),4.1,,,Operational,Original
grib2/4/108/11,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for generic optical products,11,1,Parameter number,(see Code table 4.2),4.2,,,Operational,Original
grib2/4/108/12,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for generic optical products,12,1,Type of interval (for wavelength),(see Code table 4.91),,4.91,,Operational,Original
grib2/4/108/13,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for generic optical products,13,1,Scale factor of first wavelength,,,,,Operational,Original
grib2/4/108/14-17,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for generic optical products,14-17,4,Scaled value of first wavelength,,,,,Operational,Original
grib2/4/108/18,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for generic optical products,18,1,Scale factor of second wavelength,,,,,Operational,Original
grib2/4/108/19-22,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for generic optical products,19-22,4,Scaled value of second wavelength,,,,,Operational,Original
grib2/4/108/23,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for generic optical products,23,1,Type of generating process,(see Code table 4.3),,4.3,,Operational,Original
grib2/4/108/24,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for generic optical products,24,1,Background generating process identifier (defined by originating centre),,,,,Operational,Original
grib2/4/108/25,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for generic optical products,25,1,Forecast generating process identifier (defined by originating centre),,,,,Operational,Original
grib2/4/108/26-27,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for generic optical products,26-27,2,Hours after reference time of data cut-off,,,,,Operational,Original
grib2/4/108/28,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for generic optical products,28,1,Minutes after reference time of data cut-off,,,,,Operational,Original
grib2/4/108/29,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for generic optical products,29,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/108/30-33,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for generic optical products,30-33,4,Forecast time in units defined by octet 29,,,,,Operational,Original
grib2/4/108/34,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for generic optical products,34,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational,Original
grib2/4/108/35,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for generic optical products,35,1,Scale factor of first fixed surface,,,,,Operational,Original
grib2/4/108/36-39,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for generic optical products,36-39,4,Scaled value of first fixed surface,,,,,Operational,Original
grib2/4/108/40,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for generic optical products,40,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational,Original
grib2/4/108/41,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for generic optical products,41,1,Scale factor of second fixed surface,,,,,Operational,Original
grib2/4/108/42-45,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for generic optical products,42-45,4,Scaled value of second fixed surface,,,,,Operational,Original
