ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/140/10,"Individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",10,1,Parameter category,(see Code table 4.1),,4.1,,Operational,PDF
grib2/4/140/11,"Individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",11,1,Parameter number,(see Code table 4.2),,4.2,,Operational,PDF
grib2/4/140/12,"Individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",12,1,Type of wave period interval,(see Code table 4.91),,4.91,,Operational,PDF
grib2/4/140/13,"Individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",13,1,Scale factor of lower wave period limit,,,,,Operational,PDF
grib2/4/140/14-17,"Individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",14-17,4,Scaled value of lower wave period limit,(see Note 1),163,,,Operational,PDF
grib2/4/140/18,"Individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",18,1,Scale factor of upper wave period limit,,,,,Operational,PDF
grib2/4/140/19-22,"Individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",19-22,4,Scaled value of upper wave period limit,(see Note 1),163,,,Operational,PDF
grib2/4/140/23,"Individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",23,1,Type of generating process,(see Code table 4.3),,4.3,,Operational,PDF
grib2/4/140/24,"Individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",24,1,Background generating process identifier (defined by originating centre),,,,,Operational,PDF
grib2/4/140/25,"Individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",25,1,Analysis or forecast generating process identifier (defined by originating centre),,,,,Operational,PDF
grib2/4/140/26-27,"Individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",26-27,2,Hours of observational data cut-off after reference time,(see Note 2),33,,,Operational,PDF
grib2/4/140/28,"Individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",28,1,Minutes of observational data cut-off after reference time,,,,,Operational,PDF
grib2/4/140/29,"Individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",29,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational,PDF
grib2/4/140/30-33,"Individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",30-33,4,Forecast time in units defined by previous octet,,,,,Operational,PDF
grib2/4/140/34,"Individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",34,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational,PDF
grib2/4/140/35,"Individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",35,1,Scale factor of first fixed surface,,,,,Operational,PDF
grib2/4/140/36-39,"Individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",36-39,4,Scaled value of first fixed surface,,,,,Operational,PDF
grib2/4/140/40,"Individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",40,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational,PDF
grib2/4/140/41,"Individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",41,1,Scale factor of second fixed surface,,,,,Operational,PDF
grib2/4/140/42-45,"Individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",42-45,4,Scaled value of second fixed surface,,,,,Operational,PDF
grib2/4/140/46,"Individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",46,1,Type of ensemble forecast,(see Code table 4.6),,4.6,,Operational,PDF
grib2/4/140/47-50,"Individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",47-50,4,Perturbation number,,,,,Operational,PDF
grib2/4/140/51-54,"Individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",51-54,4,Number of forecasts in ensemble,,,,,Operational,PDF
grib2/4/140/55-56,"Individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",55-56,2,Year of model version date,,,,,Operatonal,PDF
grib2/4/140/57,"Individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",57,1,Month of model version date,,,,,Operatonal,PDF
grib2/4/140/58,"Individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",58,1,Day of model version date,,,,,Operatonal,PDF
grib2/4/140/59,"Individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",59,1,Hour of model version date,,,,,Operatonal,PDF
grib2/4/140/60,"Individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",60,1,Minute of model version date,,,,,Operatonal,PDF
grib2/4/140/61,"Individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for waves selected by period range",61,1,Second of model version date,,,,,Operatonal,PDF
