ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/144/10,Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,10,1,Parameter category,(see Code table 4.1),,4.1,,Operational,na
grib2/4/144/11,Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,11,1,Parameter number,(see Code table 4.2),,4.2,,Operational,na
grib2/4/144/12,Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,12,1,Type of wave period interval,(see Code table 4.91),,4.91,,Operational,na
grib2/4/144/13,Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,13,1,Scale factor of lower wave period limit,,,,,Operational,na
grib2/4/144/14-17,Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,14-17,4,Scaled value of lower wave period limit,(see Note 1),163,,,Operational,na
grib2/4/144/18,Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,18,1,Scale factor of upper wave period limit,,,,,Operational,na
grib2/4/144/19-22,Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,19-22,4,Scaled value of upper wave period limit,(see Note 1),163,,,Operational,na
grib2/4/144/23,Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,23,1,Type of generating process,(see Code table 4.3),,4.3,,Operational,na
grib2/4/144/24,Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,24,1,Background generating process identifier (defined by originating centre),,,,,Operational,na
grib2/4/144/25,Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,25,1,Analysis or forecast generating process identifier (defined by originating centre),,,,,Operational,na
grib2/4/144/26-27,Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,26-27,2,Hours of observational data cut-off after reference time,(see Note 2),33,,,Operational,na
grib2/4/144/28,Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,28,1,Minutes of observational data cut-off after reference time,,,,,Operational,na
grib2/4/144/29,Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,29,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational,na
grib2/4/144/30-33,Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,30-33,4,Forecast time in units defined by previous octet,,,,,Operational,na
grib2/4/144/34,Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,34,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational,na
grib2/4/144/35,Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,35,1,Scale factor of first fixed surface,,,,,Operational,na
grib2/4/144/36-39,Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,36-39,4,Scaled value of first fixed surface,,,,,Operational,na
grib2/4/144/40,Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,40,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational,na
grib2/4/144/41,Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,41,1,Scale factor of second fixed surface,,,,,Operational,na
grib2/4/144/42-45,Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,42-45,4,Scaled value of second fixed surface,,,,,Operational,na
grib2/4/144/46-47,Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,46-47,2,Year - time of end of overall time interval,,,,,Operational,na
grib2/4/144/48,Analysis or forecast at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for waves selected by period range,48,1,Month - time of end of overall time interval,,,,,Operational,na
