ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translation_source
grib2/3/62/15,spectral polar stereographic with modelling subdomains definition,15,1,Spectral representation type,(see Code table 3.6),,3.6,,Operational,Original
grib2/3/62/16-19,spectral polar stereographic with modelling subdomains definition,16-19,4,N - bi-Fourier resolution parameter,,,,,Operational,Original
grib2/3/62/20-23,spectral polar stereographic with modelling subdomains definition,20-23,4,M - bi-Fourier resolution parameter,,,,,Operational,Original
grib2/3/62/24,spectral polar stereographic with modelling subdomains definition,24,1,Bi-Fourier truncation type,(see Code table 3.25),,3.25,,Operational,Original
grib2/3/62/25-32,spectral polar stereographic with modelling subdomains definition,25-32,8,Lx - size in metres of the domain along x-axis,,,,,Operational,Original
grib2/3/62/33-40,spectral polar stereographic with modelling subdomains definition,33-40,8,Lux - size in metres of model forecast subdomain along x-axis,,,,,Operational,Original
grib2/3/62/41-48,spectral polar stereographic with modelling subdomains definition,41-48,8,Lcx - width in metres of coupling area within forecast domain along x-axis,,,,,Operational,Original
grib2/3/62/49-56,spectral polar stereographic with modelling subdomains definition,49-56,8,Ly - size in metres of the domain along y-axis,,,,,Operational,Original
grib2/3/62/57-64,spectral polar stereographic with modelling subdomains definition,57-64,8,Luy - size in metres of model forecast subdomain along y-axis,,,,,Operational,Original
grib2/3/62/65-72,spectral polar stereographic with modelling subdomains definition,65-72,8,Lcy - width in metres of coupling area within forecast domain along y-axis,,,,,Operational,Original
grib2/3/62/73,spectral polar stereographic with modelling subdomains definition,73,1,Shape of the Earth,(see Code table 3.2),,3.2,,Operational,Original
grib2/3/62/74,spectral polar stereographic with modelling subdomains definition,74,1,Scale factor of radius of spherical Earth,,,,,Operational,Original
grib2/3/62/75-78,spectral polar stereographic with modelling subdomains definition,75-78,4,Scaled value of radius of spherical Earth,,,,,Operational,Original
grib2/3/62/79,spectral polar stereographic with modelling subdomains definition,79,1,Scale factor of major axis of oblate spheroid Earth,,,,,Operational,Original
grib2/3/62/80-83,spectral polar stereographic with modelling subdomains definition,80-83,4,Scaled value of major axis of oblate spheroid Earth,,,,,Operational,Original
grib2/3/62/84,spectral polar stereographic with modelling subdomains definition,84,1,Scale factor of minor axis of oblate spheroid Earth,,,,,Operational,Original
grib2/3/62/85-88,spectral polar stereographic with modelling subdomains definition,85-88,4,Scaled value of minor axis of oblate spheroid Earth,,,,,Operational,Original
grib2/3/62/89-92,spectral polar stereographic with modelling subdomains definition,89-92,4,La1 - latitude of first grid point,,,,,Operational,Original
grib2/3/62/93-96,spectral polar stereographic with modelling subdomains definition,93-96,4,Lo1 - longitude of first grid point,,,,,Operational,Original
grib2/3/62/97,spectral polar stereographic with modelling subdomains definition,97,1,Resolution and component flags,(see Flag table 3.3),,,,Operational,Original
grib2/3/62/98-101,spectral polar stereographic with modelling subdomains definition,98-101,4,LaD - latitude where Dx and Dy are specified,,,,,Operational,Original
grib2/3/62/102-105,spectral polar stereographic with modelling subdomains definition,102-105,4,LoV - orientation of the grid,,,,,Operational,Original
grib2/3/62/106,spectral polar stereographic with modelling subdomains definition,106,1,Projection centre flag,(see Flag table 3.5),,,,Operational,Original
