ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/68/10,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",10,1,Parameter category,(see Code table 4.1),,4.1,,Operational,Original
grib2/4/68/11,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",11,1,Parameter number,(see Code table 4.2),,4.2,,Operational,Original
grib2/4/68/12-13,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",12-13,2,Atmospheric chemical constituent type,(see Code table 4.230),,4.230,,Operational,Original
grib2/4/68/14-15,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",14-15,2,Number of modes (N) of distribution,(see Note 1),36,,,Operational,Original
grib2/4/68/16-17,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",16-17,2,Mode number (l),,,,,Operational,Original
grib2/4/68/18-19,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",18-19,2,Type of distribution function,(see Code table 4.240 and Note 2),19,4.240,,Operational,Original
grib2/4/68/20,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",20,1,"Number of following function parameters (Np), defined by type given in octets 18-19 (Type of distribution function)",,,,,Operational,Original
grib2/4/68//1,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",,,"Repeat the following 5 octets for the number of function parameters (n = 1, Np), if Np > 0",,,,,Operational,Original
grib2/4/68/21+5(n-1),"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",21+5(n-1),,"List of scale factor of fixed distribution function parameter (p1-pNp), defined by type of distribution in octets 18-19",,,,,Operational,Original
grib2/4/68/(22+5(n-1))-(25+5(n-1)),"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(22+5(n-1))-(25+5(n-1)),,"List of scaled value of fixed distribution function parameter (p1-pNp), defined by type of distribution in octets 18-19",,,,,Operational,Original
grib2/4/68/21+5Np,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",21+5Np,,Type of generating process,(see Code table 4.3),,4.3,,Operational,Original
grib2/4/68/22+5Np,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",22+5Np,,Background generating process identifier (defined by originating centre),,,,,Operational,Original
grib2/4/68/23+5Np,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",23+5Np,,Analysis or forecast generating process identifier (defined by originating centre),,,,,Operational,Original
grib2/4/68/(24+5Np)-(25+5Np),"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(24+5Np)-(25+5Np),,Hours of observational data cut-off after reference time,(see Note 3),33,,,Operational,Original
grib2/4/68/26+5Np,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",26+5Np,,Minutes of observational data cut-off after reference time,,,,,Operational,Original
grib2/4/68/27+5Np,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",27+5Np,,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/68/(28+5Np)-(31+5Np),"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(28+5Np)-(31+5Np),,Forecast time in units defined by the previous octet,(see Note 4),111,,,Operational,Original
grib2/4/68/32+5Np,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",32+5Np,,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational,Original
grib2/4/68/33+5Np,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",33+5Np,,Scale factor of first fixed surface,,,,,Operational,Original
grib2/4/68/(34+5Np)-(37+5Np),"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(34+5Np)-(37+5Np),,Scaled value of first fixed surface,,,,,Operational,Original
grib2/4/68/38+5Np,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",38+5Np,,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational,Original
grib2/4/68/39+5Np,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",39+5Np,,Scale factor of second fixed surface,,,,,Operational,Original
grib2/4/68/(40+5Np)-(43+5Np),"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(40+5Np)-(43+5Np),,Scaled value of second fixed surface,,,,,Operational,Original
grib2/4/68/44+5Np,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",44+5Np,,Type of ensemble forecast,(see Code table 4.6),,4.6,,Operational,Original
grib2/4/68/45+5Np,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",45+5Np,,Perturbation number,,,,,Operational,Original
grib2/4/68/46+5Np,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",46+5Np,,Number of forecasts in ensemble,,,,,Operational,Original
grib2/4/68/(47+5Np)-(48+5Np),"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(47+5Np)-(48+5Np),,Year - Time of end of overall time interval,,,,,Operational,Original
grib2/4/68/(49+5Np),"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(49+5Np),,Month - Time of end of overall time interval,,,,,Operational,Original
grib2/4/68/(50+5Np),"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(50+5Np),,Day - Time of end of overall time interval,,,,,Operational,Original
grib2/4/68/(51+5Np),"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(51+5Np),,Hour - Time of end of overall time interval,,,,,Operational,Original
grib2/4/68/(52+5Np),"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(52+5Np),,Minute - Time of end of overall time interval,,,,,Operational,Original
grib2/4/68/(53+5Np),"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(53+5Np),,Second - Time of end of overall time interval,,,,,Operational,Original
grib2/4/68/(54+5Np),"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(54+5Np),,n - number of time range specifications describing the time intervals used to calculate the statistically processed field,,,,,Operational,Original
grib2/4/68/(55+5Np)-(58+5Np),"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(55+5Np)-(58+5Np),,Total number of data values missing in statistical process,,,,,Operational,Original
grib2/4/68//2,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",,,(59+5Np)-(70+5Np)   Specification of the outermost (or only) time range over which statistical processing is done,,,,,Operational,Original
grib2/4/68/(59+5Np),"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(59+5Np),,Statistical process used to calculate the processed field from the field at each time increment during the time range,(see Code table 4.10),,4.10,,Operational,Original
grib2/4/68/(60+5Np),"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(60+5Np),,Type of time increment between successive fields used in the statistical processing,(see Code table 4.11),,4.11,,Operational,Original
grib2/4/68/(61+5Np),"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(61+5Np),,Indicator of unit of time for time range over which statistical processing is done,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/68/(62+5Np)-(65+5Np),"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(62+5Np)-(65+5Np),,"Length of the time range over which statistical processing is done, in units defined by the previous octet",,,,,Operational,Original
grib2/4/68/(66+5Np),"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(66+5Np),,Indicator of unit of time for the increment between the successive fields used,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/68/(67+5Np)-(70+5Np),"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(67+5Np)-(70+5Np),,"Time increment between successive fields, in units defined by the previous octet",(see Notes 5 and 6),"7,110",,,Operational,Original
grib2/4/68//3,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",,,"(71+5Np)-nn   These octets are included only if n > 1, where nn = (58+5Np) + 12 x n",,,,,Operational,Original
grib2/4/68/(71+5Np)-(82+5Np),"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(71+5Np)-(82+5Np),,"As octets (59+5Np) to (70+5Np), next innermost step of processing",,,,,Operational,Original
grib2/4/68/(83+5Np)-nn,"individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",(83+5Np)-nn,,"Additional time range specifications, included in accordance with the value of n.  Contents as octets (59+5Np) to (70+5Np), repeated as necessary",,,,,Operational,Original
