ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/78/10,"average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",10,1,Parameter category,(see Code table 4.1),,4.1,,Operational,PDF
grib2/4/78/11,"average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",11,1,Parameter number,(see Code table 4.2),,4.2,,Operational,PDF
grib2/4/78/12-13,"average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",12-13,2,Atmospheric chemical constituent type,(see Code table 4.230),,4.230,,Operational,PDF
grib2/4/78/14,"average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",14,1,Source or sink,(see Code table 4.238),,4.238,,Operational,PDF
grib2/4/78/15,"average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",15,1,Type of generating process,(see Code table 4.3),,4.3,,Operational,PDF
grib2/4/78/16,"average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",16,1,Background generating process identifier (defined by originating centre),,,,,Operational,PDF
grib2/4/78/17,"average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",17,1,Analysis or forecast generating process identifier (defined by originating centre),,,,,Operational,PDF
grib2/4/78/18-19,"average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",18-19,2,Hours after reference time of data cut-off,(see Note 1),33,,,Operational,PDF
grib2/4/78/20,"average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",20,1,Minutes after reference time of data cut-off,,,,,Operational,PDF
grib2/4/78/21,"average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",21,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational,PDF
grib2/4/78/22-25,"average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",22-25,4,Forecast time in units defined by octet 21,(see Note 2),111,,,Operational,PDF
grib2/4/78/26,"average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",26,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational,PDF
