ID,Title_en,OctetNo,OctetCount,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status,translation_source
grib2/4/0/10,analysis or forecast at a horizontal level or in a horizontal layer at a point in time,10,1,Parameter category,(see Code table 4.1),,4.1,,Operational,Original
grib2/4/0/11,analysis or forecast at a horizontal level or in a horizontal layer at a point in time,11,1,Parameter number,(see Code table 4.2),,4.2,,Operational,Original
grib2/4/0/12,analysis or forecast at a horizontal level or in a horizontal layer at a point in time,12,1,Type of generating process,(see Code table 4.3),,4.3,,Operational,Original
grib2/4/0/13,analysis or forecast at a horizontal level or in a horizontal layer at a point in time,13,1,Background generating process identifier (defined by originating centre),,,,,Operational,Original
grib2/4/0/14,analysis or forecast at a horizontal level or in a horizontal layer at a point in time,14,1,Analysis or forecast generating process identifier (defined by originating centre),,,,,Operational,Original
grib2/4/0/15-16,analysis or forecast at a horizontal level or in a horizontal layer at a point in time,15-16,2,Hours of observational data cut-off after reference time,(see Note),33,,,Operational,Original
grib2/4/0/17,analysis or forecast at a horizontal level or in a horizontal layer at a point in time,17,1,Minutes of observational data cut-off after reference time,,,,,Operational,Original
grib2/4/0/18,analysis or forecast at a horizontal level or in a horizontal layer at a point in time,18,1,Indicator of unit of time range,(see Code table 4.4),,4.4,,Operational,Original
grib2/4/0/19-22,analysis or forecast at a horizontal level or in a horizontal layer at a point in time,19-22,4,Forecast time in units defined by octet 18,,,,,Operational,Original
grib2/4/0/23,analysis or forecast at a horizontal level or in a horizontal layer at a point in time,23,1,Type of first fixed surface,(see Code table 4.5),,4.5,,Operational,Original
grib2/4/0/24,analysis or forecast at a horizontal level or in a horizontal layer at a point in time,24,1,Scale factor of first fixed surface,,,,,Operational,Original
grib2/4/0/25-28,analysis or forecast at a horizontal level or in a horizontal layer at a point in time,25-28,4,Scaled value of first fixed surface,,,,,Operational,Original
grib2/4/0/29,analysis or forecast at a horizontal level or in a horizontal layer at a point in time,29,1,Type of second fixed surface,(see Code table 4.5),,4.5,,Operational,Original
grib2/4/0/30,analysis or forecast at a horizontal level or in a horizontal layer at a point in time,30,1,Scale factor of second fixed surface,,,,,Operational,Original
grib2/4/0/31-34,analysis or forecast at a horizontal level or in a horizontal layer at a point in time,31-34,4,Scaled value of second fixed surface,,,,,Operational,Original
