ID,Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status,translation_source
grib2/4/2/2/6/0,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 6: urban areas",0,,Urban cover,,,Proportion,Operational,na
grib2/4/2/2/6/1,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 6: urban areas",1,,Road cover,,,Proportion,Operational,na
grib2/4/2/2/6/2,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 6: urban areas",2,,Building cover,,,Proportion,Operational,na
grib2/4/2/2/6/3,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 6: urban areas",3,,Building height,,,m,Operational,na
grib2/4/2/2/6/4,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 6: urban areas",4,,Vertical-to-horizontal area fraction,,,m2 m-2,Operational,na
grib2/4/2/2/6/5,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 6: urban areas",5,,Standard deviation of building height,,,m,Operational,na
grib2/4/2/2/6/6,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 6: urban areas",6,,Distance downward from roof surface,,,m,Operational,na
grib2/4/2/2/6/7,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 6: urban areas",7,,Distance inward from outer wall surface,,,m,Operational,na
grib2/4/2/2/6/8,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 6: urban areas",8,,Distance downward from road surface,,,m,Operational,na
grib2/4/2/2/6/9-191,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 6: urban areas",9-191,,Reserved,,,,Operational,na
grib2/4/2/2/6/192-254,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 6: urban areas",192-254,,Reserved for local use,,,,Operational,na
grib2/4/2/2/6/255,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 6: urban areas",255,,Missing,,,,Operational,na
