ID,Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status,translated_by
grib2/4/15/0,Type of spatial processing used to arrive at given data value from the source data,,0,,Data is calculated directly from the source grid with no interpolation,(see Note 1),109,,Operational,Original
grib2/4/15/1,Type of spatial processing used to arrive at given data value from the source data,,1,,Bilinear interpolation using the 4 source grid grid-point values surrounding the nominal grid-point,,,,Operational,Original
grib2/4/15/2,Type of spatial processing used to arrive at given data value from the source data,,2,,Bicubic interpolation using the 4 source grid grid-point values surrounding the nominal grid-point,,,,Operational,Original
grib2/4/15/3,Type of spatial processing used to arrive at given data value from the source data,,3,,Using the value from the source grid grid-point which is nearest to the nominal grid-point,,,,Operational,Original
grib2/4/15/4,Type of spatial processing used to arrive at given data value from the source data,,4,,Budget interpolation using the 4 source grid grid-point values surrounding the nominal grid-point,(see Note 2),33,,Operational,Original
grib2/4/15/5,Type of spatial processing used to arrive at given data value from the source data,,5,,Spectral interpolation using the 4 source grid grid-point values surrounding the nominal grid-point,,,,Operational,Original
grib2/4/15/6,Type of spatial processing used to arrive at given data value from the source data,,6,,Neighbor-budget interpolation using the 4 source grid grid-point values surrounding the nominal grid-point,(see Note 3),72,,Operational,Original
grib2/4/15/7-191,Type of spatial processing used to arrive at given data value from the source data,,7-191,,Reserved,,,,Operational,Original
grib2/4/15/192-254,Type of spatial processing used to arrive at given data value from the source data,,192-254,,Reserved for local use,,,,Operational,Original
grib2/4/15/255,Type of spatial processing used to arrive at given data value from the source data,,255,,Missing,,,,Operational,Original
