ID,Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status,translation_source
grib2/4/2/10/4/0,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",0,,Main thermocline depth,,,m,Operational,Original
grib2/4/2/10/4/1,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",1,,Main thermocline anomaly,,,m,Operational,Original
grib2/4/2/10/4/2,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",2,,Transient thermocline depth,,,m,Operational,Original
grib2/4/2/10/4/3,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",3,,Salinity,,,kg/kg,Operational,Original
grib2/4/2/10/4/4,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",4,,Ocean vertical heat diffusivity,,,m2/s,Operational,Original
grib2/4/2/10/4/5,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",5,,Ocean vertical salt diffusivity,,,m2/s,Operational,Original
grib2/4/2/10/4/6,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",6,,Ocean vertical momentum diffusivity,,,m2/s,Operational,Original
grib2/4/2/10/4/7,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",7,,Bathymetry,,,m,Operational,Original
grib2/4/2/10/4/8-10,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",8-10,,Reserved,,,,Operational,Original
grib2/4/2/10/4/11,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",11,,Shape factor with respect to salinity profile,,,-,Operational,Original
grib2/4/2/10/4/12,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",12,,Shape factor with respect to temperature profile in thermocline,,,-,Operational,Original
grib2/4/2/10/4/13,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",13,,Attenuation coefficient of water with respect to solar radiation,,,/m,Operational,Original
grib2/4/2/10/4/14,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",14,,Water depth,,,m,Operational,Original
grib2/4/2/10/4/15,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",15,,Water temperature,,,K,Operational,Original
grib2/4/2/10/4/16,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",16,,Water density (rho),,,kg m-3,Operational,Original
grib2/4/2/10/4/17,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",17,,Water density anomaly (sigma),(see Note 1),17,kg m-3,Deprecated,Original
grib2/4/2/10/4/18,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",18,,Water potential temperature (theta),,,K,Operational,Original
grib2/4/2/10/4/19,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",19,,Water potential density (rho theta),,,kg m-3,Operational,Original
grib2/4/2/10/4/20,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",20,,Water potential density anomaly (sigma theta),(see Note 1),17,kg m-3,Operational,Original
grib2/4/2/10/4/21,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",21,,Practical salinity,,,Numeric,Operational,Original
grib2/4/2/10/4/22,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",22,,Water column-integrated heat content,,,J m-2,Operational,Original
grib2/4/2/10/4/23,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",23,,Eastward water velocity,,,m s-1,Operational,Original
grib2/4/2/10/4/24,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",24,,Northward water velocity,,,m s-1,Operational,Original
grib2/4/2/10/4/25,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",25,,x-component water velocity,(see Note 2),22,m s-1,Operational,Original
grib2/4/2/10/4/26,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",26,,y-component water velocity,(see Note 2),22,m s-1,Operational,Original
grib2/4/2/10/4/27,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",27,,Upward water velocity,,,m s-1,Operational,Original
grib2/4/2/10/4/28,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",28,,Vertical eddy diffusivity,,,m2 s-1,Operational,Original
grib2/4/2/10/4/29,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",29,,Bottom pressure equivalent height,,,m,Operational,Original
grib2/4/2/10/4/30,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",30,,Fresh water flux into sea water from rivers,,,kg m-2 s-1,Operational,Original
grib2/4/2/10/4/31,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",31,,Fresh water flux correction,,,kg m-2 s-1,Operational,Original
grib2/4/2/10/4/32,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",32,,Virtual salt flux into sea water,,,g kg-1 m-2 s-1,Operational,Original
grib2/4/2/10/4/33,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",33,,Virtual salt flux correction,,,g kg-1 m-2 s-1,Operational,Original
grib2/4/2/10/4/34,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",34,,Seawater temperature tendency due to Newtonian relaxation,,,K s-1,Operational,Original
grib2/4/2/10/4/35,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",35,,Seawater salinity tendency due to Newtonian relaxation,,,g kg-1 s-1,Operational,Original
grib2/4/2/10/4/36,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",36,,Seawater temperature tendency due to parameterization,,,K s-1,Operational,Original
grib2/4/2/10/4/37,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",37,,Seawater salinity tendency due to parameterization,,,g kg-1 s-1,Operational,Original
grib2/4/2/10/4/38,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",38,,Eastward sea water velocity tendency due to parameterization,,,m s-2,Operational,Original
grib2/4/2/10/4/39,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",39,,Northward sea water velocity tendency due to parameterization,,,m s-2,Operational,Original
grib2/4/2/10/4/40,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",40,,Seawater temperature tendency due to direct bias correction,,,K s-1,Operational,Original
grib2/4/2/10/4/41,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",41,,Seawater salinity tendency due to direct bias correction,,,g kg-1 s-1,Operational,Original
grib2/4/2/10/4/42,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",42,,Seawater meridional volume transport,,,m3 m-2 s-1,Operational,Original
grib2/4/2/10/4/43,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",43,,Seawater zonal volume transport,,,m3 m-2 s-1,Operational,Original
grib2/4/2/10/4/44,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",44,,Seawater column integrated meridional volume transport,,,m3 m-1 s-1,Operational,Original
grib2/4/2/10/4/45,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",45,,Seawater column integrated zonal volume transport,,,m3 m-1 s-1,Operational,Original
grib2/4/2/10/4/46,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",46,,Seawater meridional mass transport,,,kg m-2 s-1,Operational,Original
grib2/4/2/10/4/47,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",47,,Seawater zonal mass transport,,,kg m-2 s-1,Operational,Original
grib2/4/2/10/4/48,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",48,,Seawater column integrated meridional mass transport,,,kg m-1 s-1,Operational,Original
grib2/4/2/10/4/49,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",49,,Seawater column integrated zonal mass transport,,,kg m-1 s-1,Operational,Original
grib2/4/2/10/4/50,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",50,,Seawater column integrated practical salinity,,,g kg-1 m,Operational,Original
grib2/4/2/10/4/51,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",51,,Seawater column integrated salinity,,,kg kg-1 m,Operational,Original
grib2/4/2/10/4/52,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",52,,Mixed layer depth,,,m,Operational,Original
grib2/4/2/10/4/53,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",53,,Normal component of water velocity,(see Note 3),163,m s-1,Operational,Original
grib2/4/2/10/4/54,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",54,,Tangential component of water velocity,(see Note 3),163,m s-1,Operational,Original
grib2/4/2/10/4/55,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",55,,Sea water upward volume transport,,,m3 m-2 s-1,Operational,Original
grib2/4/2/10/4/56,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",56,,Sea water upward mass transport,,,kg m-2 s-1,Operational,Original
grib2/4/2/10/4/57,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",57,,Sea water age since surface contact,,,s,Operational,Original
grib2/4/2/10/4/58,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",58,,Sea water downward short-wave radiation flux,,,W m-2,Operational,Original
grib2/4/2/10/4/59-191,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",59-191,,Reserved,,,,Operational,Original
grib2/4/2/10/4/192-254,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",192-254,,Reserved for local use,,,,Operational,Original
grib2/4/2/10/4/255,Parameter number by product discipline and parameter category,"Product discipline 10 - Oceanographic products, parameter category 4: subsurface properties",255,,Missing,,,,Operational,Original
