ID,Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status,translation_source
grib2/4/214/0,Environmental Factor Qualifier,,0,,Worst,,,,Operational,na
grib2/4/214/1,Environmental Factor Qualifier,,1,,Very poor,,,,Operational,na
grib2/4/214/2,Environmental Factor Qualifier,,2,,Poor,,,,Operational,na
grib2/4/214/3,Environmental Factor Qualifier,,3,,Average,,,,Operational,na
grib2/4/214/4,Environmental Factor Qualifier,,4,,Good,,,,Operational,na
grib2/4/214/5,Environmental Factor Qualifier,,5,,Excellent,,,,Operational,na
grib2/4/214/6-190,Environmental Factor Qualifier,,6-190,,Reserved,,,,Operational,na
grib2/4/214/191,Environmental Factor Qualifier,,191,,Unknown,,,,Operational,na
grib2/4/214/192-254,Environmental Factor Qualifier,,192-254,,Reserved for local use,,,,Operational,na
grib2/4/214/255,Environmental Factor Qualifier,,255,,Missing,,,,Operational,na
