ID,Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status,translation_source
grib2/4/2/20/5/0,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",0,,Reserved,,,,Operational,PDF
grib2/4/2/20/5/1,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",1,,Household air pollution,,,Code table 4.253,Operational,PDF
grib2/4/2/20/5/2,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",2,,Air pollution (point source),,,Code table 4.253,Operational,PDF
grib2/4/2/20/5/3,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",3,,Ambient (outdoor) air pollution,,,Code table 4.253,Operational,PDF
grib2/4/2/20/5/4,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",4,,Land degradation,,,Code table 4.253,Operational,PDF
grib2/4/2/20/5/5,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",5,,Soil degradation,,,Code table 4.253,Operational,PDF
grib2/4/2/20/5/6,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",6,,Runoff / nonpoint source pollution,,,Code table 4.253,Operational,PDF
grib2/4/2/20/5/7,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",7,,Salinity,,,Code table 4.253,Operational,PDF
grib2/4/2/20/5/8,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",8,,Biodiversity loss,,,Code table 4.253,Operational,PDF
grib2/4/2/20/5/9,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",9,,Deforestation,,,Code table 4.253,Operational,PDF
grib2/4/2/20/5/10,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",10,,Forest declines and diebacks,,,Code table 4.253,Operational,PDF
grib2/4/2/20/5/11,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",11,,Forest disturbances,,,Code table 4.253,Operational,PDF
grib2/4/2/20/5/12,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",12,,Forest invasive species,,,Code table 4.253,Operational,PDF
grib2/4/2/20/5/13,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",13,,Wildfires,,,Code table 4.253,Operational,PDF
grib2/4/2/20/5/14,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",14,,Desertification,,,Code table 4.253,Operational,PDF
grib2/4/2/20/5/15,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",15,,Loss of mangroves,,,Code table 4.253,Operational,PDF
grib2/4/2/20/5/16,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",16,,Wetland loss/degradation,,,Code table 4.253,Operational,PDF
grib2/4/2/20/5/17,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",17,,Coral bleaching,,,Code table 4.253,Operational,PDF
grib2/4/2/20/5/18,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",18,,Compressive soils,,,Code table 4.253,Operational,PDF
grib2/4/2/20/5/19,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",19,,Soil erosion,,,Code table 4.253,Operational,PDF
grib2/4/2/20/5/20,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",20,,Coastal erosion and shoreline change,,,Code table 4.253,Operational,PDF
grib2/4/2/20/5/21,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",21,,Permafrost loss,,,Code table 4.253,Operational,PDF
grib2/4/2/20/5/22,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",22,,Sand mining,,,Code table 4.253,Operational,PDF
grib2/4/2/20/5/23,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",23,,Sea level rise,,,Code table 4.253,Operational,PDF
grib2/4/2/20/5/24,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",24,,Eutrophication,,,Code table 4.253,Operational,PDF
grib2/4/2/20/5/25-190,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",25-190,,Reserved,,,,Operational,PDF
grib2/4/2/20/5/191-254,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",191-254,,Reserved for local use,,,-,Operational,PDF
grib2/4/2/20/5/255,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 5: environmental hazard indices",255,,Missing,,,-,Operational,PDF
