ID,Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status,translation_source
grib2/4/212/0,Land use,,0,,Reserved,,,,Operational,na
grib2/4/212/1,Land use,,1,,Urban land,,,,Operational,na
grib2/4/212/2,Land use,,2,,Agriculture,,,,Operational,na
grib2/4/212/3,Land use,,3,,Range land,,,,Operational,na
grib2/4/212/4,Land use,,4,,Deciduous forest,,,,Operational,na
grib2/4/212/5,Land use,,5,,Coniferous forest,,,,Operational,na
grib2/4/212/6,Land use,,6,,Forest/wetland,,,,Operational,na
grib2/4/212/7,Land use,,7,,Water,,,,Operational,na
grib2/4/212/8,Land use,,8,,Wetlands,,,,Operational,na
grib2/4/212/9,Land use,,9,,Desert,,,,Operational,na
grib2/4/212/10,Land use,,10,,Tundra,,,,Operational,na
grib2/4/212/11,Land use,,11,,Ice,,,,Operational,na
grib2/4/212/12,Land use,,12,,Tropical forest,,,,Operational,na
grib2/4/212/13,Land use,,13,,Savannah,,,,Operational,na
grib2/4/212/14-191,Land use,,14-191,,Reserved,,,,Operational,na
grib2/4/212/192-254,Land use,,192-254,,Reserved for local use,,,,Operational,na
grib2/4/212/255,Land use,,255,,Missing,,,,Operational,na
