ID,Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status,translation_source
grib2/4/2/2/4/0,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",0,,Fire outlook,,,(Code table 4.224),Operational,na
grib2/4/2/2/4/1,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",1,,Fire outlook due to dry thunderstorm,,,(Code table 4.224),Operational,na
grib2/4/2/2/4/2,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",2,,Haines index,,,Numeric,Operational,na
grib2/4/2/2/4/3,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",3,,Fire burned area,,,%,Operational,na
grib2/4/2/2/4/4,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",4,,Fosberg index,(see Note 1),87,Numeric,Operational,na
grib2/4/2/2/4/5,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",5,,Forest Fire Weather Index (as defined by the Canadian Forest Service),,,Numeric,Operational,na
grib2/4/2/2/4/6,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",6,,Fine Fuel Moisture Code (as defined by the Canadian Forest Service),,,Numeric,Operational,na
grib2/4/2/2/4/7,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",7,,Duff Moisture Code (as defined by the Canadian Forest Service),,,Numeric,Operational,na
grib2/4/2/2/4/8,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",8,,Drought Code (as defined by the Canadian Forest Service),,,Numeric,Operational,na
grib2/4/2/2/4/9,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",9,,Initial Fire Spread Index (as defined by the Canadian Forest Service),,,Numeric,Operational,na
grib2/4/2/2/4/10,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",10,,Fire Buildup Index (as defined by the Canadian Forest Service),,,Numeric,Operational,na
grib2/4/2/2/4/11,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",11,,Fire Daily Severity Rating (as defined by the Canadian Forest Service),,,Numeric,Operational,na
grib2/4/2/2/4/12,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",12,,Keetch-Byram drought index,,,Numeric,Operational,na
grib2/4/2/2/4/13,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",13,,Drought factor (as defined by the Australian forest service ),,,Numeric,Operational,na
grib2/4/2/2/4/14,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",14,,Rate of spread (as defined by the Australian forest service ),,,m/s,Operational,na
grib2/4/2/2/4/15,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",15,,Fire danger index (as defined by the Australian forest service ),,,Numeric,Operational,na
grib2/4/2/2/4/16,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",16,,Spread component (as defined by the US Forest Service National Fire Danger Rating System),,,Numeric,Operational,na
grib2/4/2/2/4/17,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",17,,Burning index (as defined by the US Forest Service National Fire Danger Rating System),,,Numeric,Operational,na
grib2/4/2/2/4/18,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",18,,Ignition component (as defined by the US Forest Service National Fire Danger Rating System),,,%,Operational,na
grib2/4/2/2/4/19,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",19,,Energy release component (as defined by the US Forest Service National Fire Danger Rating System),,,Joule/m2,Operational,na
grib2/4/2/2/4/20,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",20,,Burning area,,,%,Operational,na
grib2/4/2/2/4/21,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",21,,Burnable area,,,%,Operational,na
grib2/4/2/2/4/22,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",22,,Unburnable area,,,%,Operational,na
grib2/4/2/2/4/23,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",23,,Fuel load,,,kg m-2,Operational,na
grib2/4/2/2/4/24,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",24,,Combustion completeness,,,%,Operational,na
grib2/4/2/2/4/25,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",25,,Fuel moisture content,,,kg kg-1,Operational,na
grib2/4/2/2/4/26,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",26,,Wildfire potential (as defined by the US NOAA Global Systems Laboratory),,,Numeric,Operational,na
grib2/4/2/2/4/27,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",27,,Live leaf fuel load,,,kg m-2,Operational,na
grib2/4/2/2/4/28,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",28,,Live wood fuel load,,,kg m-2,Operational,na
grib2/4/2/2/4/29,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",29,,Dead leaf fuel load,,,kg m-2,Operational,na
grib2/4/2/2/4/30,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",30,,Dead wood fuel load,,,kg m-2,Operational,na
grib2/4/2/2/4/31,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",31,,Live fuel moisture content,,,kg kg-1,Operational,na
grib2/4/2/2/4/32,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",32,,Fine dead leaf moisture content,,,kg kg-1,Operational,na
grib2/4/2/2/4/33,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",33,,Dense dead leaf moisture content,,,kg kg-1,Operational,na
grib2/4/2/2/4/34,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",34,,Fine dead wood moisture content,,,kg kg-1,Operational,na
grib2/4/2/2/4/35,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",35,,Dense dead wood moisture content,,,kg kg-1,Operational,na
grib2/4/2/2/4/36,Parameter number by product discipline and parameter category,"Product discipline 2 - Land surface products, parameter category 4: fire weather products",36,,Fire radiative power,,,W,Operational,na
