ID,Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status,translated_by
grib2/4/252/0,Tile classes and groupings,,0,,Reserved,,,,Operational,Original
grib2/4/252/1/SEOC,Tile classes and groupings,,1,SEOC,Seas and oceans,,,,Operational,Original
grib2/4/252/2/INWB,Tile classes and groupings,,2,INWB,Inland water bodies,,,,Operational,Original
grib2/4/252/3/BARE,Tile classes and groupings,,3,BARE,Bare areas,,,,Operational,Original
grib2/4/252/4/HIV,Tile classes and groupings,,4,HIV,High vegetation,,,,Operational,Original
grib2/4/252/5/LOV,Tile classes and groupings,,5,LOV,Low vegetation,,,,Operational,Original
grib2/4/252/6/URBAN,Tile classes and groupings,,6,URBAN,Urban,,,,Operational,Original
grib2/4/252/7-1000,Tile classes and groupings,,7-1000,,Reserved for intercomparison tile classes/groupings,(see Note),139,,Operational,Original
grib2/4/252/1001/SEAO,Tile classes and groupings,,1001,SEAO,Sea and oceans,,,,Operational,Original
grib2/4/252/1002/LAKE,Tile classes and groupings,,1002,LAKE,Lakes,,,,Operational,Original
grib2/4/252/1003/RIVE,Tile classes and groupings,,1003,RIVE,Rivers,,,,Operational,Original
grib2/4/252/1004/NO,Tile classes and groupings,,1004,NO,Bare land,,,,Operational,Original
grib2/4/252/1005/ROCK,Tile classes and groupings,,1005,ROCK,Bare rock,,,,Operational,Original
grib2/4/252/1006/SNOW,Tile classes and groupings,,1006,SNOW,Permanent snow,,,,Operational,Original
grib2/4/252/1007/BOBD,Tile classes and groupings,,1007,BOBD,Boreal broadleaf deciduous,,,,Operational,Original
grib2/4/252/1008/TEBD,Tile classes and groupings,,1008,TEBD,Temperate broadleaf deciduous,,,,Operational,Original
grib2/4/252/1009/TRBD,Tile classes and groupings,,1009,TRBD,Tropical broadleaf deciduous,,,,Operational,Original
grib2/4/252/1010/TEBE,Tile classes and groupings,,1010,TEBE,Temperate broadleaf evergreen,,,,Operational,Original
grib2/4/252/1011/TRBE,Tile classes and groupings,,1011,TRBE,Tropical broadleaf evergreen,,,,Operational,Original
grib2/4/252/1012/BONE,Tile classes and groupings,,1012,BONE,Boreal needleleaf evergreen,,,,Operational,Original
grib2/4/252/1013/TENE,Tile classes and groupings,,1013,TENE,Temperate needleleaf evergreen,,,,Operational,Original
grib2/4/252/1014/BOND,Tile classes and groupings,,1014,BOND,Boreal needleleaf deciduous,,,,Operational,Original
grib2/4/252/1015/SHRB,Tile classes and groupings,,1015,SHRB,Shrubs,,,,Operational,Original
grib2/4/252/1016/BOGR,Tile classes and groupings,,1016,BOGR,Boreal grassland,,,,Operational,Original
grib2/4/252/1017/GRAS,Tile classes and groupings,,1017,GRAS,Temperate grassland,,,,Operational,Original
grib2/4/252/1018/TROG,Tile classes and groupings,,1018,TROG,Tropical grassland,,,,Operational,Original
grib2/4/252/1019/C3W,Tile classes and groupings,,1019,C3W,Winter C3 crops,,,,Operational,Original
grib2/4/252/1020/C3S,Tile classes and groupings,,1020,C3S,Summer C3 crops,,,,Operational,Original
grib2/4/252/1021/C4,Tile classes and groupings,,1021,C4,C4 crops,,,,Operational,Original
grib2/4/252/1022/FLTR,Tile classes and groupings,,1022,FLTR,Flooded trees,,,,Operational,Original
