ID,Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status,translation_source
grib2/4/2/4/8/0,Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 8: imagery",0,,X-ray radiance,,,W sr-1 m-2,Operational,na
grib2/4/2/4/8/1,Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 8: imagery",1,,EUV radiance,,,W sr-1 m-2,Operational,na
grib2/4/2/4/8/2,Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 8: imagery",2,,H-alpha radiance,,,W sr-1 m-2,Operational,na
grib2/4/2/4/8/3,Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 8: imagery",3,,White light radiance,,,W sr-1 m-2,Operational,na
grib2/4/2/4/8/4,Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 8: imagery",4,,CaII-K radiance,,,W sr-1 m-2,Operational,na
grib2/4/2/4/8/5,Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 8: imagery",5,,White light coronagraph radiance,,,W sr-1 m-2,Operational,na
grib2/4/2/4/8/6,Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 8: imagery",6,,Heliospheric radiance,,,W sr-1 m-2,Operational,na
grib2/4/2/4/8/7,Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 8: imagery",7,,Thematic mask,,,Numeric,Operational,na
grib2/4/2/4/8/8,Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 8: imagery",8,,Solar induced chlorophyll fluorescence,,,W m-2 sr-1 m-1, Operational,na
grib2/4/2/4/8/9-191,Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 8: imagery",9-191,,Reserved,,,,Operational,na
grib2/4/2/4/8/192-254,Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 8: imagery",192-254,,Reserved for local use,,,,Operational,na
grib2/4/2/4/8/255,Parameter number by product discipline and parameter category,"Product discipline 4 - Space weather products, parameter category 8: imagery",255,,Missing,,,,Operational,na
