ID,Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status,translation_source
grib2/4/101/0,Type of relationship to reference dataset,,0,,Anomaly,(see Note 1),135,,Operational,PDF
grib2/4/101/1,Type of relationship to reference dataset,,1,,Standardized anomaly,(see Note 1),135,,Operational,PDF
grib2/4/101/2,Type of relationship to reference dataset,,2,,Significance (Wilcoxon-Mann-Whitney),(see Note 2),136,,Operational,PDF
grib2/4/101/3,Type of relationship to reference dataset,,3,,Climatology,,,,Operational,PDF
grib2/4/101/4-19,Type of relationship to reference dataset,,4-19,,Reserved,,,,Operational,PDF
grib2/4/101/20,Type of relationship to reference dataset,,20,,Extreme Forecast Index (EFI),(see Note 3),137,,Operational,PDF
grib2/4/101/21,Type of relationship to reference dataset,,21,,Shift of Tails (SOT),(see Note 4),138,,Operational,PDF
grib2/4/101/22,Type of relationship to reference dataset,,22,,Anomaly of probabilities,(see Note 5),148,,Operational,PDF
grib2/4/101/23,Type of relationship to reference dataset,,23,,Standardized Drought Index,(see Note 6),147,,Operational,PDF
grib2/4/101/24,Type of relationship to reference dataset,,24,,Crossing Point Forecast (CPF),(see Note 7),162,,Operational,PDF
grib2/4/101/25-191,Type of relationship to reference dataset,,25-191,,Reserved,,,,Operational,PDF
grib2/4/101/192-254,Type of relationship to reference dataset,,192-254,,Reserved for local use,,,,Operational,PDF
grib2/4/101/255,Type of relationship to reference dataset,,255,,Missing,,,,Operational,PDF
