ID,Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status,translation_source
grib2/4/2/0/15/0,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 15: radar",0,,Base spectrum width,,,m/s,Operational,na
grib2/4/2/0/15/1,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 15: radar",1,,Base reflectivity,,,dB,Operational,na
grib2/4/2/0/15/2,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 15: radar",2,,Base radial velocity,,,m/s,Operational,na
grib2/4/2/0/15/3,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 15: radar",3,,Vertically integrated liquid water (VIL),,,kg m-2,Operational,na
grib2/4/2/0/15/4,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 15: radar",4,,Layer-maximum base reflectivity,,,dB,Operational,na
grib2/4/2/0/15/5,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 15: radar",5,,Precipitation,(see Note 1),2,kg m-2,Deprecated,na
grib2/4/2/0/15/6,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 15: radar",6,,Radar spectra (1),,,-,Operational,na
grib2/4/2/0/15/7,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 15: radar",7,,Radar spectra (2),,,-,Operational,na
grib2/4/2/0/15/8,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 15: radar",8,,Radar spectra (3),,,-,Operational,na
grib2/4/2/0/15/9,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 15: radar",9,,Reflectivity of cloud droplets,,,dB,Operational,na
grib2/4/2/0/15/10,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 15: radar",10,,Reflectivity of cloud ice,,,dB,Operational,na
grib2/4/2/0/15/11,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 15: radar",11,,Reflectivity of snow,,,dB,Operational,na
grib2/4/2/0/15/12,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 15: radar",12,,Reflectivity of rain,,,dB,Operational,na
grib2/4/2/0/15/13,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 15: radar",13,,Reflectivity of graupel,,,dB,Operational,na
grib2/4/2/0/15/14,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 15: radar",14,,Reflectivity of hail,,,dB,Operational,na
grib2/4/2/0/15/15,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 15: radar",15,,Hybrid scan reflectivity,,,dB,Operational,na
grib2/4/2/0/15/16,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 15: radar",16,,Hybrid scan reflectivity height,,,m,Operational,na
grib2/4/2/0/15/17,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 15: radar",17,,Precipitation rate,,,kg m-2 s-1,Operational,na
grib2/4/2/0/15/18,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 15: radar",18,,Radar data quality index,(see Note 2),175,proportion,Operational,na
grib2/4/2/0/15/19,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 15: radar",19,,Radar data quality flag,,,Code Table 4.106,Operational,na
grib2/4/2/0/15/20,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 15: radar",20,,Layer-maximum precipitation rate,,,kg m-2 s-1,Operational,na
grib2/4/2/0/15/21-191,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 15: radar",21-191,,Reserved,,,,Operational,na
grib2/4/2/0/15/192-254,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 15: radar",192-254,,Reserved for local use,,,,Operational,na
grib2/4/2/0/15/255,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 15: radar",255,,Missing,,,,Operational,na
