ID,Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status,translation_source
grib2/4/2/3/0/0,Parameter number by product discipline and parameter category,"Product discipline 3 - Space products, parameter category 0: image format products",0,,Scaled radiance,,,Numeric,Operational,Original
grib2/4/2/3/0/1,Parameter number by product discipline and parameter category,"Product discipline 3 - Space products, parameter category 0: image format products",1,,Scaled albedo,,,Numeric,Operational,Original
grib2/4/2/3/0/2,Parameter number by product discipline and parameter category,"Product discipline 3 - Space products, parameter category 0: image format products",2,,Scaled brightness temperature,,,Numeric,Operational,Original
grib2/4/2/3/0/3,Parameter number by product discipline and parameter category,"Product discipline 3 - Space products, parameter category 0: image format products",3,,Scaled precipitable water,,,Numeric,Operational,Original
grib2/4/2/3/0/4,Parameter number by product discipline and parameter category,"Product discipline 3 - Space products, parameter category 0: image format products",4,,Scaled lifted index,,,Numeric,Operational,Original
grib2/4/2/3/0/5,Parameter number by product discipline and parameter category,"Product discipline 3 - Space products, parameter category 0: image format products",5,,Scaled cloud top pressure,,,Numeric,Operational,Original
grib2/4/2/3/0/6,Parameter number by product discipline and parameter category,"Product discipline 3 - Space products, parameter category 0: image format products",6,,Scaled skin temperature,,,Numeric,Operational,Original
grib2/4/2/3/0/7,Parameter number by product discipline and parameter category,"Product discipline 3 - Space products, parameter category 0: image format products",7,,Cloud mask,,,(Code table 4.217),Operational,Original
grib2/4/2/3/0/8,Parameter number by product discipline and parameter category,"Product discipline 3 - Space products, parameter category 0: image format products",8,,Pixel scene type,,,(Code table 4.218),Operational,Original
grib2/4/2/3/0/9,Parameter number by product discipline and parameter category,"Product discipline 3 - Space products, parameter category 0: image format products",9,,Fire detection indicator,,,(Code table 4.223),Operational,Original
grib2/4/2/3/0/10-191,Parameter number by product discipline and parameter category,"Product discipline 3 - Space products, parameter category 0: image format products",10-191,,Reserved,,,,Operational,Original
grib2/4/2/3/0/192-254,Parameter number by product discipline and parameter category,"Product discipline 3 - Space products, parameter category 0: image format products",192-254,,Reserved for local use,,,,Operational,Original
grib2/4/2/3/0/255,Parameter number by product discipline and parameter category,"Product discipline 3 - Space products, parameter category 0: image format products",255,,Missing,,,,Operational,Original
