ID,Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status,translation_source
grib2/4/2/20/1/0,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",0,,Malaria cases,,,Fraction,Operational,PDF
grib2/4/2/20/1/1,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",1,,Malaria circumsporozoite protein rate,,,Fraction,Operational,PDF
grib2/4/2/20/1/2,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",2,,Plasmodium falciparum entomological inoculation rate,,,Bites per day per person,Operational,PDF
grib2/4/2/20/1/3,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",3,,Human bite rate by anopheles vectors,,,Bites per day per person,Operational,PDF
grib2/4/2/20/1/4,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",4,,Malaria immunity,,,Fraction,Operational,PDF
grib2/4/2/20/1/5,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",5,,Falciparum parasite rates,,,Fraction,Operational,PDF
grib2/4/2/20/1/6,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",6,,Detectable falciparum parasite ratio (after day 10),,,Fraction,Operational,PDF
grib2/4/2/20/1/7,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",7,,Anopheles vector to host ratio,,,Fraction,Operational,PDF
grib2/4/2/20/1/8,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",8,,Anopheles vector number,,,Number m-2,Operational,PDF
grib2/4/2/20/1/9,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",9,,Fraction of malarial vector reproductive habitat,,,Fraction,Operational,PDF
grib2/4/2/20/1/10-191,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",10-191,,Reserved,,,,Operational,PDF
grib2/4/2/20/1/192-254,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",192-254,,Reserved for local use,,,,Operational,PDF
grib2/4/2/20/1/255,Parameter number by product discipline and parameter category,"Product discipline 20 - Health and socioeconomic impacts, parameter category 1: epidemiology",255,,Missing,,,,Operational,PDF
