ID,Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status,translation_source
grib2/4/2/0/6/0,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",0,,Cloud ice,,,kg m-2,Operational,PDF
grib2/4/2/0/6/1,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",1,,Total cloud cover,,,%,Operational,PDF
grib2/4/2/0/6/2,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",2,,Convective cloud cover,,,%,Operational,PDF
grib2/4/2/0/6/3,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",3,,Low cloud cover,,,%,Operational,PDF
grib2/4/2/0/6/4,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",4,,Medium cloud cover,,,%,Operational,PDF
grib2/4/2/0/6/5,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",5,,High cloud cover,,,%,Operational,PDF
grib2/4/2/0/6/6,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",6,,Cloud water,,,kg m-2,Operational,PDF
grib2/4/2/0/6/7,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",7,,Cloud amount,,,%,Operational,PDF
grib2/4/2/0/6/8,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",8,,Cloud type,,,(Code table 4.203),Operational,PDF
grib2/4/2/0/6/9,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",9,,Thunderstorm maximum tops,,,m,Operational,PDF
grib2/4/2/0/6/10,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",10,,Thunderstorm coverage,,,(Code table 4.204),Operational,PDF
grib2/4/2/0/6/11,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",11,,Cloud base,,,m,Operational,PDF
grib2/4/2/0/6/12,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",12,,Cloud top,,,m,Operational,PDF
grib2/4/2/0/6/13,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",13,,Ceiling,,,m,Operational,PDF
grib2/4/2/0/6/14,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",14,,Non-convective cloud cover,,,%,Operational,PDF
grib2/4/2/0/6/15,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",15,,Cloud work function,,,J/kg,Operational,PDF
grib2/4/2/0/6/16,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",16,,Convective cloud efficiency,,,Proportion,Operational,PDF
grib2/4/2/0/6/17,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",17,,Total condensate,(see Note 1),4,kg/kg,Deprecated,PDF
grib2/4/2/0/6/18,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",18,,Total column-integrated cloud water,(see Note 1),4,kg m-2,Deprecated,PDF
grib2/4/2/0/6/19,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",19,,Total column-integrated cloud ice,(see Note 1),4,kg m-2,Deprecated,PDF
grib2/4/2/0/6/20,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",20,,Total column-integrated condensate,(see Note 1),4,kg m-2,Deprecated,PDF
grib2/4/2/0/6/21,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",21,,Ice fraction of total condensate,,,Proportion,Operational,PDF
grib2/4/2/0/6/22,Parameter number by product discipline and parameter category,"Product discipline 0 - Meteorological products, parameter category 6: cloud",22,,Cloud cover,,,%,Operational,PDF
